ZIP,TRACT,RES_RATIO,DATE,ZIP,TRACT,RES_RATIO,DATE,ZIP,TRACT,RES_RATIO,DATE
,,,,94117,6075016300.0,0.05729980345713854,2020-09-01,,,,
,,,,94117,6075016100.0,0.01254850577029683,2020-09-01,,,,
,,,,94117,6075030102.0,0.03809907776041929,2020-09-01,,,,
,,,,94117,6075016500.0,0.1245779368039107,2020-09-01,,,,
,,,,94117,6075016400.0,0.10109358463941945,2020-09-01,,,,
,,,,94117,6075016801.0,0.06148263871390415,2020-09-01,,,,
,,,,94117,6075980300.0,0.010129516706143224,2020-09-01,,,,
,,,,94117,6075016802.0,0.009071208990576021,2020-09-01,,,,
,,,,94117,6075016900.0,0.002620571486166406,2020-09-01,,,,
,,,,94117,6075017000.0,0.03452098976969208,2020-09-01,,,,
,,,,94118,6075040200.0,0.1376831035037828,2020-09-01,,,,
,,,,94118,6075015700.0,0.07876804206685625,2020-09-01,,,,
,,,,94118,6075015400.0,0.11031818425712293,2020-09-01,,,,
,,,,94118,6075015600.0,0.08155819069592746,2020-09-01,,,,
,,,,94118,6075045100.0,0.11901057037076783,2020-09-01,,,,
,,,,94118,6075042800.0,0.00434619305682245,2020-09-01,,,,
,,,,94118,6075040100.0,0.11176691527606375,2020-09-01,,,,
,,,,94118,6075042602.0,0.0434619305682245,2020-09-01,,,,
,,,,94118,6075045200.0,0.1592530986746794,2020-09-01,,,,
,,,,94118,6075060100.0,0.00021462681762086174,2020-09-01,,,,
,,,,94118,6075980300.0,0.0,2020-09-01,,,,
,,,,94118,6075047600.0,0.0580565541664431,2020-09-01,,,,
,,,,94118,6075013300.0,0.09556259054568868,2020-09-01,,,,
,,,,94121,6075047600.0,0.06258288279098236,2020-09-01,,,,
,,,,94121,6075047701.0,0.10343772314597573,2020-09-01,,,,
,,,,94121,6075047901.0,0.14311945322860348,2020-09-01,,,,
,,,,94121,6075042700.0,0.13725390186677547,2020-09-01,,,,
,,,,94121,6075980300.0,0.0022952157502805263,2020-09-01,,,,
,,,,94121,6075047702.0,0.08339283892685913,2020-09-01,,,,
,,,,94121,6075042800.0,0.0480975211669897,2020-09-01,,,,
,,,,94121,6075980200.0,0.0038253595838008774,2020-09-01,,,,
,,,,94121,6075042601.0,0.1254207895542181,2020-09-01,,,,
,,,,94121,6075047802.0,0.0825257574211976,2020-09-01,,,,
,,,,94121,6075047801.0,0.0883913087830256,2020-09-01,,,,
,,,,94121,6075042602.0,0.03998775884933184,2020-09-01,,,,
