id,tents,structures,vehicles,year,month,date_time,lat,lon,neighborhood,geoid
281,0,0,01,2025,12,12/11/2025,37.715716347953496,-122.49389623554028,Lakeshore,06075060400
282,0,0,01,2025,12,12/11/2025,37.71574663363916,-122.49396819772616,Lakeshore,06075060400
283,0,0,001,2025,12,12/11/2025,37.71578597283956,-122.49416093735753,Lakeshore,06075060400
284,0,0,01,2025,12,12/11/2025,37.715805524426976,-122.49410888720624,Lakeshore,06075060400
285,0,0,01,2025,12,12/11/2025,37.71590550662171,-122.49452672593479,Lakeshore,06075060400
286,0,0,01,2025,12,12/11/2025,37.7159146269701,-122.49465739209556,Lakeshore,06075060400
287,0,0,02,2025,12,12/11/2025,37.715983536202145,-122.49479062029882,Lakeshore,06075060400
288,0,0,01,2025,12,12/11/2025,37.71650656606845,-122.49653794162244,Lakeshore,06075060400
289,0,0,01,2025,12,12/11/2025,37.71730068533277,-122.49854389640939,Lakeshore,06075060400
290,0,0,01,2025,12,12/11/2025,37.71741770075119,-122.49862378144161,Lakeshore,06075060400
291,0,0,01,2025,12,12/11/2025,37.717497356220896,-122.49876585707409,Lakeshore,06075060400
292,0,0,01,2025,12,12/11/2025,37.71765832135662,-122.49896309533584,Lakeshore,06075060400
293,0,0,01,2025,12,12/11/2025,37.7178599819098,-122.49915781796291,Lakeshore,06075060400
294,0,0,02,2025,12,12/11/2025,37.71819734614831,-122.49954562056247,Lakeshore,06075060400
295,0,0,01,2025,12,12/11/2025,37.71800176467802,-122.49940470145958,Lakeshore,06075060400
296,0,0,01,2025,12,12/11/2025,37.71789333325364,-122.49929709041977,Lakeshore,06075060400
297,0,0,02,2025,12,12/11/2025,37.71779071146701,-122.49926184775596,Lakeshore,06075060400
298,0,0,02,2025,12,12/11/2025,37.71767365218322,-122.49912036575681,Lakeshore,06075060400
299,0,0,01,2025,12,12/11/2025,37.72521467231603,-122.49892752629007,Lakeshore,06075060400
300,0,0,01,2025,12,12/11/2025,37.72584393980688,-122.48437887223926,Lakeshore,06075060400
301,0,0,01,2025,12,12/11/2025,37.7257389115353,-122.48448485951161,Lakeshore,06075060400
302,0,0,00,2025,12,12/11/2025,37.7254009208447,-122.4846420833801,Lakeshore,06075060400
303,0,0,01,2025,12,12/11/2025,37.72526231271655,-122.48467332105012,Lakeshore,06075060400
304,0,0,00,2025,12,12/11/2025,37.72516998376322,-122.48472117801079,Lakeshore,06075060400
305,0,0,01,2025,12,12/11/2025,37.72493055804577,-122.48481280815128,Lakeshore,06075060400
306,0,0,01,2025,12,12/11/2025,37.72477247155843,-122.48488711773571,Lakeshore,06075060400
307,0,0,01,2025,12,12/11/2025,37.72472484290208,-122.48491914763392,Lakeshore,06075060400
308,0,0,01,2025,12,12/11/2025,37.72451775264485,-122.48501503835742,Lakeshore,06075060400
309,0,0,01,2025,12,12/11/2025,37.72442478473829,-122.4850422763247,Lakeshore,06075060400
310,0,0,02,2025,12,12/11/2025,37.72276101813781,-122.48517554538671,Lakeshore,06075060400
311,0,0,01,2025,12,12/11/2025,37.72195642790047,-122.48517877390394,Lakeshore,06075060400
312,0,0,01,2025,12,12/11/2025,37.72180644790318,-122.48517108699329,Lakeshore,06075060400
313,0,0,01,2025,12,12/11/2025,37.721644466431506,-122.48519525688997,Lakeshore,06075060400
314,0,0,01,2025,12,12/11/2025,37.72100941759275,-122.48520637238518,Lakeshore,06075060400
315,1,0,00,2025,12,12/11/2025,37.71399661619247,-122.48395367358606,Lakeshore,06075060400
316,1,0,00,2025,12,12/11/2025,37.713746032755154,-122.48346657302993,Lakeshore,06075060400
317,1,0,00,2025,12,12/11/2025,37.713937304350424,-122.48452655610654,Lakeshore,06075060400
318,1,0,00,2025,12,12/11/2025,37.71053185245161,-122.48580513268678,Lakeshore,06075060400
319,1,0,00,2025,12,12/11/2025,37.728426827287315,-122.48582506130315,Lakeshore,06075060400
320,0,0,01,2025,12,12/11/2025,37.771777991655874,-122.44846732652627,Haight Ashbury,06075980300
321,0,0,01,2025,12,12/11/2025,37.772207360119644,-122.44515915369324,Haight Ashbury,06075980300
322,0,0,01,2025,12,12/11/2025,37.769376395168266,-122.43856498300782,Buena Vista,06075016700
323,0,0,01,2025,12,12/11/2025,37.76851089750676,-122.4435507470803,Buena Vista,06075017101
324,0,0,01,2025,12,12/11/2025,37.77274742469401,-122.44800394261304,Panhandle,06075016500
325,0,0,01,2025,12,12/11/2025,37.76560378649772,-122.4742651838924,Golden Gate Park,06075030201
326,0,0,01,2025,12,12/11/2025,37.765391585447766,-122.4802022008138,Golden Gate Park,06075980300
327,0,0,10,2025,12,12/11/2025,37.76533807635932,-122.48103814731535,Outer Sunset,06075980300
328,0,0,01,2025,12,12/11/2025,37.76533604935498,-122.48166763451442,Golden Gate Park,06075980300
329,0,0,01,2025,12,12/11/2025,37.76423136497774,-122.50714334972402,Golden Gate Park,06075980300
330,0,0,01,2025,12,12/11/2025,37.76406602109869,-122.50887378355179,Golden Gate Park,06075035202
331,0,0,01,2025,12,12/11/2025,37.77020114335314,-122.51000771577871,Golden Gate Park,06075980300
332,0,0,02,2025,12,12/11/2025,37.767678985710916,-122.50191648550938,Golden Gate Park,06075980300
333,0,0,01,2025,12,12/11/2025,37.771714092698005,-122.49455715794899,Golden Gate Park,06075980300
334,0,0,01,2025,12,12/11/2025,37.770395391846606,-122.49341644716323,Golden Gate Park,06075980300
335,0,0,01,2025,12,12/11/2025,37.76733874782059,-122.45910500152739,Golden Gate Park,06075980300
336,0,1,00,2025,12,12/11/2025,37.773598434174076,-122.45510556699567,Golden Gate Park,06075980300
337,0,1,00,2025,12,12/11/2025,37.76882567619066,-122.45520875433282,Golden Gate Park,06075980300
338,0,1,00,2025,12,12/11/2025,37.768226406289905,-122.4580304067131,Golden Gate Park,06075980300
339,0,1,00,2025,12,12/11/2025,37.76883472889651,-122.47861735873656,Golden Gate Park,06075980300
340,0,1,00,2025,12,12/11/2025,37.771945724455726,-122.47988300635865,Golden Gate Park,06075980300
341,0,1,00,2025,12,12/11/2025,37.765839728162426,-122.5029646382195,Golden Gate Park,06075980300
342,1,1,00,2025,12,12/11/2025,37.766007841850794,-122.50934990415038,Golden Gate Park,06075980300
343,0,1,00,2025,12,12/11/2025,37.770307411915404,-122.4715392102904,Golden Gate Park,06075980300
344,0,1,00,2025,12,12/11/2025,37.76539618143935,-122.49827097398634,Golden Gate Park,06075980300
345,4,2,00,2025,12,12/16/2025,37.74904655716126,-122.40535866469143,Peralta Heights,06075025100
346,0,1,00,2025,9,09/10/2025,37.753175947531055,-122.50545937567948,Outer Sunset,06075035201
347,0,0,12,2025,9,09/10/2025,37.76321679802922,-122.50974152237177,Outer Sunset,06075035202
348,0,1,00,2025,9,09/10/2025,37.76581373175304,-122.46666558086874,Inner Sunset,06075030202
349,0,1,00,2025,9,09/10/2025,37.76394277184414,-122.47047733515501,Inner Sunset,06075030202
350,0,0,10,2025,9,09/10/2025,37.765761783370465,-122.47291848063469,Golden Gate Park,06075980300
351,0,0,02,2025,9,09/10/2025,37.76544903213285,-122.47929509729147,Outer Sunset,06075980300
352,0,0,10,2025,9,09/10/2025,37.765159603538045,-122.48572167009115,Golden Gate Park,06075980300
353,0,0,03,2025,9,09/10/2025,37.76473579533781,-122.49506782740355,Golden Gate Park,06075980300
354,0,0,02,2025,9,09/10/2025,37.764596115680305,-122.49784156680107,Golden Gate Park,06075980300
355,0,0,30,2025,9,09/10/2025,37.76436631954074,-122.50403512269258,Outer Sunset,06075980300
356,0,0,01,2025,9,09/10/2025,37.76397961369879,-122.50620938837528,Outer Sunset,06075035202
357,0,0,12,2025,9,09/10/2025,37.76409623527599,-122.50867802649735,Golden Gate Park,06075035202
358,0,0,01,2025,9,09/10/2025,37.76217990740898,-122.50927481800319,Outer Sunset,06075035202
359,0,0,11,2025,9,09/10/2025,37.76067278535954,-122.50944513827561,Outer Sunset,06075035201
360,0,0,20,2025,9,09/10/2025,37.75954918283138,-122.50933650881052,Outer Sunset,06075035201
361,0,0,13,2025,9,09/10/2025,37.75933660029627,-122.50928990542889,Outer Sunset,06075035201
362,0,0,10,2025,9,09/10/2025,37.75936390207749,-122.50898681581022,Outer Sunset,06075035202
363,0,0,11,2025,9,09/10/2025,37.75789966417241,-122.50908974558115,Outer Sunset,06075035201
364,0,0,11,2025,9,09/10/2025,37.75558237689388,-122.50881012529135,Outer Sunset,06075035201
365,0,0,11,2025,9,09/10/2025,37.74945640488322,-122.50799372792245,Outer Sunset,06075035201
366,0,0,02,2025,9,09/10/2025,37.74728413306946,-122.50739458948374,Outer Sunset,06075035400
367,2,0,00,2025,9,09/10/2025,37.780821045331024,-122.40783233195543,South of Market,06075017602
368,0,0,03,2025,9,09/10/2025,37.744329433535775,-122.50732250511646,Outer Sunset,06075035400
369,0,0,21,2025,9,09/10/2025,37.742464558415115,-122.50707138329743,Outer Sunset,06075035400
370,0,0,01,2025,9,09/10/2025,37.73864531508664,-122.50661976635455,Outer Sunset,06075035400
371,0,0,10,2025,9,09/10/2025,37.736773137798075,-122.50631667673588,Parkside,06075035400
372,0,1,00,2025,9,09/10/2025,37.73616462358422,-122.50435564666988,Parkside,06075035400
373,1,0,00,2025,9,09/10/2025,37.77884870675955,-122.39897232502699,South of Market,06075018000
374,0,0,01,2025,9,09/10/2025,37.73690332472113,-122.49356981366874,Parkside,06075033001
375,0,0,01,2025,9,09/10/2025,37.73224508886835,-122.49432787299155,Lakeshore,06075033100
376,0,0,02,2025,9,09/10/2025,37.72853748793621,-122.49279532581569,Lakeshore,06075060400
377,0,0,01,2025,9,09/10/2025,37.77224709780422,-122.4406887218356,Buena Vista,06075016601
378,0,0,22,2025,9,09/10/2025,37.71924990445569,-122.48486135154964,Parkmerced,06075033204
379,0,0,01,2025,9,09/10/2025,37.77030050308878,-122.44477406144141,Haight Ashbury,06075016601
380,0,2,00,2025,9,09/10/2025,37.76993026000902,-122.44765743613243,Haight Ashbury,06075016601
381,0,0,20,2025,9,09/10/2025,37.708785856655894,-122.48703327029942,Lakeshore,06075060400
382,0,1,00,2025,9,09/10/2025,37.77207960521609,-122.45397370308638,Golden Gate Park,06075016500
383,0,0,10,2025,9,09/10/2025,37.73041438135548,-122.50197988003492,Lakeshore,06075060400
384,0,1,00,2025,9,09/10/2025,37.76888683771952,-122.47862722724678,Golden Gate Park,06075980300
385,0,0,07,2025,9,09/10/2025,37.74700449623829,-122.39854109145446,Produce Market,06075980900
386,1,0,00,2025,9,09/10/2025,37.775993055204964,-122.40565236657858,South of Market,06075018000
387,0,0,010,2025,9,09/10/2025,37.74371818767696,-122.39932650074638,Produce Market,06075980900
388,0,1,00,2025,9,09/10/2025,37.74263575555446,-122.40009202667456,Produce Market,06075980900
389,3,0,00,2025,9,09/10/2025,37.778326927884855,-122.40201294422151,South of Market,06075018000
390,0,1,00,2025,9,09/10/2025,37.76326397726692,-122.43527099490167,Duboce Triangle,06075017000
391,0,0,02,2025,9,09/10/2025,37.74141380758531,-122.40253328073702,Apparel City,06075980900
392,0,0,00,2025,9,09/10/2025,37.738949258012966,-122.40388881313666,Apparel City,06075980900
393,1,0,00,2025,9,09/10/2025,37.78439857366298,-122.4200950562954,Tenderloin,06075012202
394,0,02,00,2025,9,09/10/2025,37.78557028850026,-122.41865169256924,Tenderloin,06075012202
395,1,0,00,2025,9,09/10/2025,37.786443630578546,-122.41929743438959,Lower Nob Hill,06075012202
396,1,0,00,2025,9,09/10/2025,37.787217600171616,-122.4206294864416,Lower Nob Hill,06075012002
397,0,1,00,2025,9,09/10/2025,37.7884041081706,-122.41882033646107,Lower Nob Hill,06075012001
398,0,0,00,2025,9,09/10/2025,37.731442252263506,-122.39141085648592,Bayview,06075023200
399,0,0,00,2025,9,09/10/2025,37.74534944267825,-122.39280702655509,Produce Market,06075980900
400,0,0,00,2025,9,09/10/2025,37.72837335629698,-122.38465009123392,Hunters Point,06075023200
401,0,0,00,2025,9,09/10/2025,37.74536417859105,-122.39099663269552,Central Waterfront,06075980900
402,1,0,00,2025,9,09/10/2025,37.770072844893456,-122.41900775581598,South of Market,06075020101
403,0,0,00,2025,9,09/10/2025,37.745457287298706,-122.38958281345154,Central Waterfront,06075980900
404,0,0,09,2025,9,09/10/2025,37.7449185812056,-122.38842577051989,Central Waterfront,06075980900
405,1,0,00,2025,9,09/10/2025,37.77298437870484,-122.42119677364826,South of Market,06075020101
406,0,0,02,2025,9,09/10/2025,37.71504636589895,-122.38894977403675,Bret Harte,06075061000
407,0,0,00,2025,9,09/10/2025,37.731157068172024,-122.41910718153123,University Mound,06075025701
408,0,0,00,2025,9,09/10/2025,37.77500000000001,-122.41830000000002,South of Market,06075017700
409,0,0,00,2025,9,09/10/2025,37.73548728974004,-122.38336883307028,Bayview,06075023102
410,1,1,00,2025,9,09/10/2025,37.78230523316501,-122.42170907557012,Cathedral Hill,06075016000
411,0,1,04,2025,9,09/10/2025,37.73785025918726,-122.39291210449571,Bayview,06075061200
412,0,0,02,2025,9,09/10/2025,37.73310288598462,-122.47792314738037,Merced Manor,06075033100
413,0,0,00,2025,9,09/10/2025,37.73249172206385,-122.37984490592254,Bayview,06075023103
414,0,0,01,2025,9,09/10/2025,37.73370320547435,-122.47934572398663,Merced Manor,06075033100
415,0,0,09,2025,9,09/10/2025,37.73838878239748,-122.3904975262053,Bayview,06075061200
416,0,0,03,2025,9,09/10/2025,37.72561359734237,-122.47516818344594,Parkmerced,06075033201
417,0,0,00,2025,9,09/10/2025,37.727554648245096,-122.37141514208388,Hunters Point,06075980600
418,0,0,00,2025,9,09/10/2025,37.736160670318974,-122.3920117831599,Bayview,06075061200
419,1,0,00,2025,9,09/10/2025,37.77711852792925,-122.41462804377079,South of Market,06075017603
420,0,0,00,2025,9,09/10/2025,37.73230601424858,-122.41297109999998,Portola,06075025701
421,0,0,00,2025,9,09/10/2025,37.73691256828263,-122.39272057563927,Bayview,06075061200
422,0,0,00,2025,9,09/10/2025,37.729977070770246,-122.36903342429768,Hunters Point,06075980600
423,0,0,00,2025,9,09/10/2025,37.73100037193183,-122.37388445075824,Hunters Point,06075023103
424,0,0,00,2025,9,09/10/2025,37.737588131132306,-122.39233694312972,Bayview,06075061200
425,0,0,00,2025,9,09/10/2025,37.7345068142667,-122.40746289999998,Portola,06075025701
426,0,0,02,2025,9,09/10/2025,37.71461204143173,-122.47016184031963,Merced Heights,06075031302
427,0,0,01,2025,9,09/10/2025,37.71551963946539,-122.47074153274298,Merced Heights,06075031302
428,0,0,01,2025,9,09/10/2025,37.716102862141256,-122.47171819210052,Merced Heights,06075031302
429,0,0,00,2025,9,09/10/2025,37.73435889004044,-122.37631679689704,India Basin,06075023103
430,0,0,01,2025,9,09/10/2025,37.71430490901255,-122.46484939008951,Merced Heights,06075031302
431,0,0,00,2025,9,09/10/2025,37.73097161423762,-122.4127578,Portola,06075025701
432,0,0,01,2025,9,09/10/2025,37.73738562160749,-122.39042978188117,Bayview,06075061200
433,0,0,00,2025,9,09/10/2025,37.73362057912042,-122.38055834695098,Bayview,06075023103
434,0,0,02,2025,9,09/10/2025,37.71320447333803,-122.45736770331858,Oceanview,06075031401
435,0,1,07,2025,9,09/10/2025,37.722240233287856,-122.3884982636984,Hunters Point,06075023400
436,0,1,00,2025,9,09/10/2025,37.71170059772329,-122.45605643838643,Oceanview,06075031401
437,0,0,04,2025,9,09/10/2025,37.72368417843732,-122.391080406707,Bret Harte,06075023400
438,0,0,02,2025,9,09/10/2025,37.7114804511129,-122.45638601481915,Oceanview,06075031401
439,0,0,05,2025,9,09/10/2025,37.724900440019184,-122.39315573558673,Bret Harte,06075023400
440,0,0,03,2025,9,09/10/2025,37.72446347881211,-122.39070697813426,Bayview,06075023400
441,0,1,00,2025,9,09/10/2025,37.71028979142434,-122.45694994926453,Outer Mission,06075026201
442,0,0,00,2025,9,09/10/2025,37.72694851420454,-122.41558719999999,University Mound,06075025900
443,0,0,02,2025,9,09/10/2025,37.72535883928898,-122.39229036989023,Bayview,06075023400
444,0,0,02,2025,9,09/10/2025,37.726624963862065,-122.38974506765483,Bayview,06075023200
445,0,0,40,2025,9,09/10/2025,37.726970926751164,-122.38682119219781,Bayview,06075023200
446,0,0,00,2025,9,09/10/2025,37.73002882589441,-122.38246407322745,Hunters Point,06075023103
447,0,0,02,2025,9,09/10/2025,37.71127462670242,-122.45397303253412,Outer Mission,06075026201
448,0,0,00,2025,9,09/10/2025,37.73860783511423,-122.39913256547193,Silver Terrace,06075023001
449,0,0,07,2025,9,09/10/2025,37.72628992414706,-122.38404314932613,Hunters Point,06075023200
450,0,0,00,2025,9,09/10/2025,37.72836441581601,-122.37953203213144,Hunters Point,06075023103
451,0,0,01,2025,9,09/10/2025,37.72556648440048,-122.38279255913736,Hunters Point,06075023200
452,0,0,04,2025,9,09/10/2025,37.72533872132393,-122.38097740134916,Hunters Point,06075023200
453,0,0,12,2025,9,09/10/2025,37.72647440419852,-122.38103014395075,Hunters Point,06075023200
454,0,0,00,2025,9,09/10/2025,37.729641114226666,-122.41416570000001,Portola,06075025701
455,0,0,12,2025,9,09/10/2025,37.7278468721786,-122.38046347670921,Hunters Point,06075023200
456,0,1,00,2025,9,09/10/2025,37.710542035695546,-122.4481026828289,Crocker Amazon,06075026202
457,0,0,00,2025,9,09/10/2025,37.72802831421342,-122.41276059999998,Portola,06075025701
458,0,0,02,2025,9,09/10/2025,37.71937375717077,-122.44875513017179,Oceanview,06075031202
459,1,0,00,2025,9,09/10/2025,37.77588069249477,-122.39518705755472,Mission Bay,06075060703
460,0,0,00,2025,9,09/10/2025,37.732873014253265,-122.409475,Portola,06075025701
461,0,0,04,2025,9,09/10/2025,37.72796017869076,-122.38028413215136,Hunters Point,06075023103
462,0,0,01,2025,9,09/10/2025,37.72004102005569,-122.46140778064728,Ingleside,06075031201
463,1,0,00,2025,9,09/10/2025,37.784470117163856,-122.43340384215118,Lower Pacific Heights,06075015500
464,0,0,00,2025,9,09/10/2025,37.73389231426164,-122.40796120000002,Portola,06075025701
465,0,0,010,2025,9,09/10/2025,37.72683507505511,-122.3804955011077,Hunters Point,06075023200
466,0,1,00,2025,9,09/10/2025,37.793612276673876,-122.40788731724024,Nob Hill,06075011300
467,0,0,06,2025,9,09/10/2025,37.72638796982344,-122.38251796264692,Hunters Point,06075023200
468,0,0,00,2025,9,09/10/2025,37.72952111037378,-122.38327005274691,Hunters Point,06075023200
469,0,0,02,2025,9,09/10/2025,37.72668246980022,-122.38340913266785,Hunters Point,06075023200
470,0,0,00,2025,9,09/10/2025,37.73063668510541,-122.38498594623279,Bayview,06075023102
471,0,0,00,2025,9,09/10/2025,37.73118457844249,-122.38602369481268,Bayview,06075023200
472,3,1,00,2025,9,09/10/2025,37.74810380211528,-122.39090224836318,Central Waterfront,06075980900
473,0,0,02,2025,9,09/10/2025,37.72691029417265,-122.3860196399142,Hunters Point,06075023200
474,0,0,00,2025,9,09/10/2025,37.732259640200056,-122.38792357102308,Bayview,06075023200
475,2,0,00,2025,9,09/10/2025,37.71877093461944,-122.4481238052249,Cayuga,06075026100
476,0,0,00,2025,9,09/10/2025,37.73339664225357,-122.38985882714763,Bayview,06075061200
477,0,0,00,2025,9,09/10/2025,37.73354918084179,-122.4037025220049,Silver Terrace,06075023001
478,0,0,00,2025,9,09/10/2025,37.73387183470058,-122.39078315617556,Bayview,06075023200
479,2,0,15,2025,9,09/10/2025,37.72349575169692,-122.38904719885906,Bayview,06075023400
480,0,0,00,2025,9,09/10/2025,37.734153880051466,-122.3896313535095,Bayview,06075061200
481,0,0,00,2025,9,09/10/2025,37.73255316237651,-122.38680069438352,Bayview,06075023102
482,0,0,04,2025,9,09/10/2025,37.72154004946045,-122.38899838593841,Bret Harte,06075023400
483,0,0,01,2025,9,09/10/2025,37.72222955154915,-122.3917906688201,Bret Harte,06075023400
484,0,0,00,2025,9,09/10/2025,37.73398917687997,-122.38751267759102,Bayview,06075023102
485,0,0,24,2025,9,09/10/2025,37.72343045239884,-122.39193712989271,Bret Harte,06075023400
486,0,0,01,2025,9,09/10/2025,37.724814822569094,-122.39067132246728,Bayview,06075023400
487,0,0,00,2025,9,09/10/2025,37.73517870206575,-122.38967565479503,Bayview,06075061200
488,0,0,00,2025,9,09/10/2025,37.73517870206575,-122.38967565479503,Bayview,06075061200
489,0,0,00,2025,9,09/10/2025,37.72770321421076,-122.4191007,University Mound,06075025600
490,0,0,00,2025,9,09/10/2025,37.73138718116181,-122.4009775642882,Silver Terrace,06075023001
491,0,1,00,2025,9,09/10/2025,37.74771285183743,-122.38966840404696,Central Waterfront,06075980900
492,0,0,00,2025,9,09/10/2025,37.73591760345458,-122.38937895020537,Bayview,06075061200
493,0,0,00,2025,9,09/10/2025,37.735445591777996,-122.38839903696963,Bayview,06075061200
494,0,0,01,2025,9,09/10/2025,37.72842823525768,-122.45144102722406,Sunnyside,06075031100
495,0,0,00,2025,9,09/10/2025,37.73699472186275,-122.38967213737233,Bayview,06075061200
496,0,0,00,2025,9,09/10/2025,37.72209531416459,-122.41628900000003,University Mound,06075025900
497,0,0,00,2025,9,09/10/2025,37.73371635667789,-122.3856428661404,Bayview,06075023102
498,0,0,00,2025,9,09/10/2025,37.73331569528846,-122.39886998167601,Silver Terrace,06075023003
499,0,0,02,2025,9,09/10/2025,37.72633776550492,-122.3922001684856,Bayview,06075023400
500,0,0,01,2025,9,09/10/2025,37.728123811895436,-122.44386076927184,Mission Terrace,06075025501
501,0,0,12,2025,9,09/10/2025,37.72923993638119,-122.44273960590361,Sunnyside,06075031100
502,0,0,00,2025,9,09/10/2025,37.73743790132063,-122.38398626771448,Bayview,06075023103
503,0,0,34,2025,9,09/10/2025,37.748071350894136,-122.39004851258146,Central Waterfront,06075980900
504,0,0,02,2025,9,09/10/2025,37.72955496205869,-122.44141962379217,Sunnyside,06075031100
505,0,0,00,2025,9,09/10/2025,37.73861210249073,-122.38583468669366,Bayview,06075023102
506,0,0,40,2025,9,09/10/2025,37.74911283067897,-122.39037425637507,Central Waterfront,06075980900
507,0,0,00,2025,9,09/10/2025,37.73970441018928,-122.38774680782258,Bayview,06075061200
508,0,0,00,2025,9,09/10/2025,37.72287031417099,-122.41608699999999,University Mound,06075025900
509,0,0,00,2025,9,09/10/2025,37.72995288825906,-122.39797293230066,Silver Terrace,06075023300
510,0,0,00,2025,9,09/10/2025,37.74200658948185,-122.3868027763621,Bayview,06075061200
511,0,0,00,2025,9,09/10/2025,37.7409872382838,-122.385037087464,Bayview,06075980900
512,0,0,15,2025,9,09/10/2025,37.749946194916355,-122.39034901027696,Central Waterfront,06075980900
513,0,2,54,2025,9,09/10/2025,37.726356909820375,-122.39751719113195,,06075023300
514,0,0,00,2025,9,09/10/2025,37.726057514197194,-122.4163045,University Mound,06075025900
515,0,0,26,2025,9,09/10/2025,37.74013013806887,-122.3854696711436,Bayview,06075061200
516,0,0,05,2025,9,09/10/2025,37.72698799816624,-122.40020583142712,Bayview,06075023300
517,0,0,01,2025,9,09/10/2025,37.752325866320426,-122.38676389555812,Central Waterfront,06075980900
518,0,0,00,2025,9,09/10/2025,37.732889605979985,-122.39441970500421,Silver Terrace,06075023003
519,0,0,00,2025,9,09/10/2025,37.728028914213404,-122.4127602,Portola,06075025701
520,0,0,10,2025,9,09/10/2025,37.75419374855729,-122.38668962294622,Central Waterfront,06075022600
521,1,1,13,2025,9,09/10/2025,37.75780828344274,-122.39237161898058,Potrero Hill,06075061402
522,2,1,00,2025,9,09/10/2025,37.75010614352602,-122.39197980077581,Central Waterfront,06075980900
523,1,0,00,2025,9,09/10/2025,37.74657610947267,-122.3881643243042,Central Waterfront,06075980900
524,0,4,01,2025,9,09/10/2025,37.73875428178305,-122.40696995735405,Apparel City,06075980900
525,0,0,00,2025,9,09/10/2025,37.73866381349337,-122.38234560766773,Bayview,06075980900
526,1,0,00,2025,9,09/10/2025,37.74990531439335,-122.40427160000003,Potrero Hill,06075022903
527,1,1,00,2025,9,09/10/2025,37.741852938950316,-122.40625404274957,Apparel City,06075025100
528,0,0,03,2025,9,09/10/2025,37.7377072437853,-122.42091044783592,Holly Park,06075025401
529,0,0,00,2025,9,09/10/2025,37.72201891416397,-122.40110540000003,Portola,06075025800
530,0,1,19,2025,9,09/10/2025,37.742476697309655,-122.38489093368797,India Basin,06075980900
531,0,0,01,2025,9,09/10/2025,37.742260410858556,-122.41228748112918,Bernal Heights,06075025200
532,0,0,00,2025,9,09/10/2025,37.73827457409403,-122.38047899088123,Bayview,06075023103
533,0,0,00,2025,9,09/10/2025,37.73902947737449,-122.37785553509907,India Basin,06075023103
534,0,0,00,2025,9,09/10/2025,37.740681980968034,-122.37758217746216,Central Waterfront,06075980900
535,0,0,00,2025,9,09/10/2025,37.74516278339672,-122.38523867260805,Central Waterfront,06075980900
536,0,0,00,2025,9,09/10/2025,37.74577246370318,-122.38548570099772,Central Waterfront,06075980900
537,0,0,00,2025,9,09/10/2025,37.74595071142989,-122.37833538862279,Central Waterfront,06075980900
538,0,0,01,2025,9,09/10/2025,37.72902700159938,-122.4935007467866,Lakeshore,06075060400
539,0,1,00,2025,9,09/10/2025,37.7447803839782,-122.3872699647154,Central Waterfront,06075980900
540,0,0,00,2025,9,09/10/2025,37.74392855686854,-122.38522388913152,India Basin,06075980900
541,0,0,12,2025,9,09/10/2025,37.75473506714455,-122.3978829023149,Potrero Hill,06075061401
542,0,0,01,2025,9,09/10/2025,37.75450147681747,-122.39861993819044,Potrero Hill,06075061401
543,0,0,13,2025,9,09/10/2025,37.76719939587195,-122.4048038172129,Showplace Square,06075017700
544,0,0,11,2025,9,09/10/2025,37.76666466528434,-122.4056723495759,Showplace Square,06075017700
545,0,0,04,2025,9,09/10/2025,37.76722070964792,-122.4057106434566,Showplace Square,06075017700
546,0,0,01,2025,9,09/10/2025,37.767240676567106,-122.40766197985201,Mission,06075017700
547,0,0,01,2025,9,09/10/2025,37.737026882770394,-122.40909565240143,Bernal Heights,06075025100
548,1,0,03,2025,9,09/10/2025,37.75263094809166,-122.39665137915426,Potrero Hill,06075061401
549,0,0,01,2025,9,09/10/2025,37.71413808093865,-122.39938773214818,Little Hollywood,06075061000
550,0,1,00,2025,9,09/10/2025,37.74679279860581,-122.39098031729618,Central Waterfront,06075980900
551,0,0,01,2025,9,09/10/2025,37.76312297840724,-122.40908252038302,Mission,06075022801
552,0,0,01,2025,9,09/10/2025,37.7632391585547,-122.41028605821197,Mission,06075022801
553,0,0,01,2025,9,09/10/2025,37.763039494200974,-122.41055528898117,Mission,06075022801
554,0,0,02,2025,9,09/10/2025,37.76353510677168,-122.41122451975039,Mission,06075022801
555,0,0,35,2025,9,09/10/2025,37.77500000000001,-122.41830000000002,South of Market,06075017700
556,0,0,01,2025,9,09/10/2025,37.764997593373245,-122.41138379492084,Mission,06075017700
557,1,0,02,2025,9,09/10/2025,37.764717994657836,-122.41339792562358,Mission,06075017700
558,0,0,11,2025,9,09/10/2025,37.76823714305185,-122.405644219085,Showplace Square,06075017700
559,0,0,02,2025,9,09/10/2025,37.76766982241748,-122.41327624874044,Mission,06075017700
560,0,1,00,2025,9,09/10/2025,37.740499879322186,-122.37667327758147,India Basin,06075980900
561,0,0,01,2025,9,09/10/2025,37.7152297503609,-122.39954899996519,Visitacion Valley,06075026402
562,1,1,00,2025,9,09/10/2025,37.766983201822725,-122.41438294338874,Mission,06075017700
563,0,0,01,2025,9,09/10/2025,37.716529335844044,-122.4003992602229,Portola,06075026402
564,0,0,02,2025,9,09/10/2025,37.71897249483932,-122.40045625716448,Portola,06075026402
565,1,1,00,2025,9,09/10/2025,37.74582848000146,-122.38635393005173,Central Waterfront,06075980900
566,1,0,00,2025,9,09/10/2025,37.746584402140094,-122.38653212327733,Central Waterfront,06075980900
