id,year,month,date_time,lat,lon,neighborhood,geoid
13449363,2021,2,2021-02-03 02:56:00,37.77531051636,-122.42407226563,Hayes Valley,06075016200
13428512,2021,1,2021-01-29 11:41:28,37.76550333,-122.406525,Potrero Hill,06075017700
15203054,2022,4,2022-04-11 10:42:59,37.7770946,-122.4145378,South of Market,06075017603
13473538,2021,2,2021-02-09 05:45:17,37.77422,-122.42378833333,Lower Haight,06075016802
14479926,2021,10,2021-10-15 09:30:47,37.76676663475,-122.41262475411,Mission,06075017700
13451809,2021,2,2021-02-04 10:14:27,37.77803823879,-122.39677792018,South of Market,06075018000
13438186,2021,2,2021-02-01 09:39:19,37.78778886,-122.3951076,South of Market,06075061503
13476654,2021,2,2021-02-10 01:44:30,37.76059722,-122.41050556,Mission,06075022801
13376103,2021,1,2021-01-16 10:19:59,37.77408833,-122.41445333,South of Market,06075017603
13400179,2021,1,2021-01-22 11:35:00,37.78730010986,-122.39447784424,South of Market,06075061506
13381843,2021,1,2021-01-18 10:41:27,37.76338691428,-122.46310977778,Inner Sunset,06075030101
13461106,2021,2,2021-02-06 02:57:30,37.776414,-122.4107782,South of Market,06075017804
13455229,2021,2,2021-02-05 06:42:44,37.78525673415,-122.39407320032,Rincon Hill,06075061503
15216972,2022,4,2022-04-14 02:35:58,37.7999077,-122.4467902,Cow Hollow,06075012700
13443127,2021,2,2021-02-02 10:21:00,37.78811293921,-122.42163408817,Lower Nob Hill,06075012001
13407897,2021,1,2021-01-24 03:05:31,37.71231333,-122.406655,Visitacion Valley,06075026403
13436193,2021,1,2021-01-31 04:10:18,37.77481763663,-122.41439456457,South of Market,06075017603
13395825,2021,1,2021-01-21 11:30:53,37.77527167,-122.42434667,Hayes Valley,06075016200
14481796,2021,10,2021-10-15 02:43:18,37.77841082558,-122.40767155719,South of Market,06075017804
13378307,2021,1,2021-01-17 07:56:11,37.79119563707,-122.42337704048,Pacific Heights,06075013101
13398843,2021,1,2021-01-22 06:51:00,37.78771539093,-122.39515860699,South of Market,06075061503
13432463,2021,1,2021-01-30 12:13:47,37.77514701431,-122.51009132776,Outer Richmond,06075047904
13433231,2021,1,2021-01-30 02:50:42,37.75978757376,-122.43522343517,Castro,06075020500
13398894,2021,1,2021-01-22 07:22:48,37.79119316333,-122.39076850639,Financial District,06075061507
13450222,2021,2,2021-02-03 05:48:00,37.77695107179,-122.40910115124,South of Market,06075017804
13423401,2021,1,2021-01-28 09:20:55,37.7474576,-122.4183581,Bernal Heights,06075025200
13383670,2021,1,2021-01-18 05:33:00,37.76628875732,-122.3991394043,Potrero Hill,06075060702
13419015,2021,1,2021-01-27 08:35:00,37.74810833,-122.41141333,Bernal Heights,06075025200
13371108,2021,1,2021-01-15 07:36:21,37.7810077,-122.4051585,South of Market,06075017804
13422472,2021,1,2021-01-27 07:56:00,37.77311325073,-122.41218566895,South of Market,06075017803
15214055,2022,4,2022-04-13 05:16:42,37.7409166892,-122.39955530549,Produce Market,06075980900
13439674,2021,2,2021-02-01 01:01:00,37.78414154053,-122.41094970703,Tenderloin,06075012503
13436050,2021,1,2021-01-31 03:32:44,37.71036578421,-122.45871691714,Outer Mission,06075026201
13446828,2021,2,2021-02-03 08:00:44,37.76452402,-122.40456942,Potrero Hill,06075022704
13469603,2021,2,2021-02-08 09:51:20,37.7495580176,-122.4032920141,Potrero Hill,06075061401
13460061,2021,2,2021-02-06 10:30:32,37.76290013815,-122.43491572626,Duboce Triangle,06075020300
11340717,2019,8,2019-08-29 10:54:51,37.76028,-122.41873,Mission,06075020802
13449879,2021,2,2021-02-03 04:25:00,37.7678605,-122.4121121,Mission,06075017700
13406122,2021,1,2021-01-23 11:16:13,37.76962444103,-122.40648145311,Showplace Square,06075017700
13419861,2021,1,2021-01-27 10:42:18,37.78808628761,-122.42140211342,Lower Nob Hill,06075012001
15205731,2022,4,2022-04-11 06:01:00,37.72422029,-122.43747376,Mission Terrace,06075025501
13423811,2021,1,2021-01-28 10:28:23,37.764978,-122.414499,Mission,06075017700
10979508,2019,6,2019-06-10 08:52:00,37.76230923666,-122.43619037315,Castro,06075020500
13420284,2021,1,2021-01-27 11:45:22,37.78370089,-122.41803311,Tenderloin,06075012406
13433236,2021,1,2021-01-30 02:52:32,37.76820357823,-122.42911455806,Duboce Triangle,06075016900
13399038,2021,1,2021-01-22 08:02:00,37.78531300449,-122.39409738739,Rincon Hill,06075061503
13464525,2021,2,2021-02-07 06:10:07,37.79046431576,-122.42254911356,Pacific Heights,06075013102
13437275,2021,2,2021-02-01 06:42:56,37.78518949663,-122.39420146962,Rincon Hill,06075061503
15215774,2022,4,2022-04-14 10:14:53,37.7668532,-122.4200736,Mission,06075020101
13371027,2021,1,2021-01-15 06:59:05,37.78771119084,-122.39510390602,South of Market,06075061503
13450062,2021,2,2021-02-03 05:10:25,37.76427135641,-122.46627368819,Inner Sunset,06075030202
13372676,2021,1,2021-01-15 12:09:08,37.78809176928,-122.42128470472,Lower Nob Hill,06075012001
13472024,2021,2,2021-02-09 12:58:00,37.78816681446,-122.42129805471,Lower Nob Hill,06075012001
13473485,2021,2,2021-02-09 05:28:00,37.78466796875,-122.41310882568,Tenderloin,06075012502
13427600,2021,1,2021-01-29 09:14:00,37.73900900612,-122.40296401734,Apparel City,06075023001
15210148,2022,4,2022-04-12 06:50:00,37.76104809877,-122.43514065075,Castro,06075020500
15203098,2022,4,2022-04-11 10:50:26,37.7804019,-122.4221809,Civic Center,06075016000
13373329,2021,1,2021-01-15 01:51:00,37.78838729858,-122.415184021,Lower Nob Hill,06075012100
