id,lat,lon,year_mon
474,37.769571487,-122.420224195,2024-08
475,37.78832457,-122.393911345,2022-06
476,37.780130375,-122.40987145,2024-09
477,37.761635941,-122.499631123,2023-03
478,37.720224315,-122.451224873,2022-03
479,37.760626675,-122.432685653,2021-01
480,37.719105637,-122.454158088,2022-08
481,37.71568992,-122.45479584,2020-02
482,37.740351897,-122.421330519,2024-05
483,37.771339101,-122.421139606,2020-08
484,37.753095117,-122.403879225,2023-06
485,37.778463386,-122.43685896,2023-02
486,37.781145862,-122.409026046,2020-12
487,37.762766513,-122.429612363,2022-08
488,37.78605122,-122.418924277,2024-02
489,37.765858282,-122.419816092,2023-10
490,37.712058796,-122.406110808,2024-08
491,37.787504496,-122.414163692,2023-05
492,37.762867722,-122.471671782,2024-10
493,37.794613864,-122.403978966,2020-01
494,37.777790309,-122.412834332,2021-10
495,37.795441441,-122.414847199,2022-12
496,37.790987195,-122.407329104,2024-11
497,37.763247334,-122.452384783,2021-09
498,37.762893706,-122.41514583,2021-11
499,37.78832457,-122.393911345,2024-01
500,37.803961053,-122.43712616,2024-09
501,37.787295293,-122.415806128,2021-04
502,37.783388956,-122.409832446,2023-03
503,37.783388956,-122.409832446,2020-10
504,37.78832457,-122.393911345,2023-01
505,37.781537434,-122.40951834,2022-04
506,37.787027218,-122.394922601,2022-09
507,37.78832457,-122.393911345,2022-06
508,37.784698897,-122.413593722,2020-01
509,37.783777981,-122.409264025,2022-02
510,37.777887965,-122.413601564,2021-03
511,37.772826129,-122.390539901,2024-12
512,37.78832457,-122.393911345,2024-01
513,37.790513717,-122.413080089,2022-11
514,37.78161364,-122.41205414,2023-06
515,37.746819694,-122.44038062,2020-01
516,37.78832457,-122.393911345,2024-09
517,37.773762783,-122.417960633,2024-09
518,37.790095488,-122.416370999,2021-01
519,37.729163097,-122.382538001,2022-02
520,37.795475652,-122.425889481,2022-02
521,37.767530719,-122.428694761,2023-01
522,37.788697588,-122.44964705,2024-04
523,37.769486785,-122.429522202,2022-02
524,37.753523154,-122.4695223,2022-04
525,37.772074118,-122.42882343,2023-11
526,37.784465748,-122.448329318,2021-10
527,37.729353569,-122.412514391,2023-05
528,37.716271125,-122.406935228,2024-06
529,37.806503908,-122.410335821,2020-06
530,37.71568992,-122.45479584,2021-10
