TC02 - Historical Tent Counts,,,,,,,,,,,
Observed,Location,Tents,Structures,Passenger Vehicles,Other Vehicles,District,Neighborhood,Supervisor,Latitude,Longitude,
1/15/25,"3320 25TH ST, SAN FRANCISCO, CA 94110",0,1,0,0,MISSION,Mission,9,37.750800598433884,-122.4165911292213,
1/15/25,"2748 16TH ST, SAN FRANCISCO, CA 94103",1,0,0,0,MISSION,Mission,9,37.765451790700496,-122.4142466544372,
1/15/25,"1830 HARRISON ST, SAN FRANCISCO, CA 94103",0,0,0,1,MISSION,Mission,9,37.76772463400037,-122.41342652677419,
1/15/25,"2830 ALAMEDA ST, SAN FRANCISCO, CA 94103",0,0,0,2,MISSION,Mission,6,37.768070223609676,-122.41299319342126,
1/15/25,"2830 ALAMEDA ST, SAN FRANCISCO, CA 94103",0,1,0,0,MISSION,Mission,6,37.76809242239403,-122.41290088572894,
1/15/25,"1835 FOLSOM ST, SAN FRANCISCO, CA 94103",0,1,0,0,MISSION,Mission,9,37.76774680538373,-122.41537020172908,
1/15/25,"INTERSECTION ALAMEDA ST, TREAT AVE, SAN FRANCISCO, CA 94103",0,2,0,0,MISSION,Mission,9,37.768255154682905,-122.41239348382108,
1/15/25,"2381 ALAMEDA ST, SAN FRANCISCO, CA 94103",0,0,0,2,MISSION,Mission,10,37.768281099539394,-122.40853143438773,
1/15/25,"99 UTAH ST, SAN FRANCISCO, CA 94103",0,3,0,0,MISSION,Showplace Square,6,37.768541922735274,-122.40639158585306,
1/15/25,"INTERSECTION 15TH ST, SAN BRUNO AVE, SAN FRANCISCO, CA 94103",0,0,0,4,MISSION,Showplace Square,6,37.76739326139474,-122.40567681285728,
1/15/25,"550 15TH ST, SAN FRANCISCO, CA 94103",0,0,0,3,MISSION,Showplace Square,6,37.76717637931147,-122.4060947615948,
1/15/25,"INTERSECTION VERMONT ST, ALAMEDA ST, SAN FRANCISCO, CA 94103",0,0,0,1,SOUTHERN,Showplace Square,6,37.768629825409604,-122.40494773060986,
1/15/25,"336 DIVISION ST, SAN FRANCISCO, CA 94103",0,1,0,0,MISSION,South of Market,6,37.76925227248535,-122.40917039548965,
1/15/25,"16 13TH ST, SAN FRANCISCO, CA 94103",0,0,0,1,MISSION,South of Market,6,37.76964690262709,-122.4127825690119,
1/15/25,"148 13TH ST, SAN FRANCISCO, CA 94103",2,0,0,0,MISSION,South of Market,6,37.769835276748026,-122.41659765919267,
1/15/25,"619 GILMAN AVE, SAN FRANCISCO, CA 94124",0,0,1,0,BAYVIEW,Candlestick Point SRA,10,37.7152586288453,-122.38291454419758,
1/15/25,"44 EARL ST, SAN FRANCISCO, CA 94124",0,0,0,0,BAYVIEW,Candlestick Point SRA,10,37.716395163709706,-122.38442231188249,
1/15/25,"1598 BURKE AVE, SAN FRANCISCO, CA 94124",0,0,0,0,BAYVIEW,India Basin,10,37.74502361815875,-122.38695495897264,
1/15/25,"1298 MICHIGAN ST, SAN FRANCISCO, CA 94107",0,1,0,0,BAYVIEW,Central Waterfront,10,37.75304186294955,-122.3858619287024,
1/15/25,"1272 MICHIGAN ST, SAN FRANCISCO, CA 94107",1,0,0,1,BAYVIEW,Central Waterfront,10,37.75330260254303,-122.38598769197415,
1/15/25,"415 24TH ST, SAN FRANCISCO, CA 94107",0,0,1,0,BAYVIEW,Central Waterfront,10,37.75426766676153,-122.38431592052846,
1/15/25,"601 24TH ST, SAN FRANCISCO, CA 94107",0,0,0,1,BAYVIEW,Central Waterfront,10,37.75417896267408,-122.38614637017804,
1/15/25,"633 24TH ST, SAN FRANCISCO, CA 94107",0,0,0,1,BAYVIEW,Central Waterfront,10,37.75420228901799,-122.38630012309143,
1/15/25,"590 CARGO WAY, SAN FRANCISCO, CA 94124",0,1,0,0,BAYVIEW,Central Waterfront,10,37.746073498436594,-122.38677290219566,
1/15/25,"499 ARTHUR AVE, SAN FRANCISCO, CA 94124",1,0,1,0,BAYVIEW,Central Waterfront,10,37.74651598871054,-122.38810904498352,
1/15/25,"INTERSECTION RANKIN ST, ISLAIS ST, SAN FRANCISCO, CA 94124",1,0,1,0,BAYVIEW,Central Waterfront,10,37.746771885763586,-122.39073908805706,
1/15/25,"3290 3RD ST, SAN FRANCISCO, CA 94124",0,1,0,0,BAYVIEW,Central Waterfront,10,37.74768584656773,-122.38748143999413,
1/15/25,"295 TERRY A FRANCOIS BLVD, SAN FRANCISCO, CA 94158",1,0,0,0,SOUTHERN,Mission Bay,6,37.774537221463234,-122.38735168176508,
1/15/25,"42 THE EMBARCADERO, SAN FRANCISCO, CA 94105",0,0,0,0,SOUTHERN,Rincon Hill,6,37.7880999770462,-122.38755200856201,
1/15/25,"58 THE EMBARCADERO, SAN FRANCISCO, CA 94105",0,0,0,0,SOUTHERN,Rincon Hill,6,37.791067593931935,-122.38960319396585,
1/15/25,"88 THE EMBARCADERO, SAN FRANCISCO, CA 94105",0,0,0,0,SOUTHERN,Financial District,6,37.79422382866477,-122.39172121519886,
1/15/25,"127 THE EMBARCADERO, SAN FRANCISCO, CA 94111",0,0,0,0,CENTRAL,Financial District,3,37.79478166815509,-122.39417552708093,
1/15/25,"163 THE EMBARCADERO, SAN FRANCISCO, CA 94111",1,0,0,0,CENTRAL,Financial District,3,37.795662983391615,-122.39489027545305,
1/15/25,"175 THE EMBARCADERO, SAN FRANCISCO, CA 94111",1,0,0,0,CENTRAL,Financial District,3,37.795953632029665,-122.39509635240253,
1/15/25,"1398 THE EMBARCADERO, SAN FRANCISCO, CA 94111",0,0,0,0,CENTRAL,Northern Waterfront,3,37.80679791461824,-122.40548516142634,
1/15/25,"2809 TAYLOR, SAN FRANCISCO, CA 94133",0,0,0,0,CENTRAL,Fisherman's Wharf,3,37.808563132452676,-122.41619450024525,
1/15/25,"1972 AL SCOMA WAY, SAN FRANCISCO, CA 94133",0,0,2,0,CENTRAL,Fisherman's Wharf,3,37.81076416392607,-122.41870129114227,
1/15/25,"300 JEFFERSON ST, SAN FRANCISCO, CA 94133",0,0,0,0,CENTRAL,Fisherman's Wharf,3,37.808083060309514,-122.41750415671974,
1/15/25,"1221 SANTIAGO ST, SAN FRANCISCO, CA 94116",0,0,0,1,TARAVAL,Parkside,4,37.74445934205091,-122.48033277690409,
1/15/25,"1670 QUINTARA ST, SAN FRANCISCO, CA 94116",0,0,1,0,TARAVAL,Parkside,4,37.748352780003216,-122.48323056846857,
1/15/25,"2900 PACHECO ST, SAN FRANCISCO, CA 94116",0,0,0,1,TARAVAL,Outer Sunset,4,37.749843981947286,-122.49132983386515,
1/15/25,"INTERSECTION ORTEGA ST, 28TH AVE, SAN FRANCISCO, CA 94116",0,0,0,1,TARAVAL,Outer Sunset,4,37.75195812342255,-122.4860693514347,
1/15/25,"1667 29TH AVE, SAN FRANCISCO, CA 94122",0,0,1,0,TARAVAL,Outer Sunset,4,37.7562482531937,-122.48736519366501,
1/15/25,"2159 POST ST, SAN FRANCISCO, CA 94115",0,1,0,0,NORTHERN,Lower Pacific Heights,5,37.78443771690072,-122.43732360525105,
1/15/25,"3606 IRVING ST, SAN FRANCISCO, CA 94122",0,0,1,0,TARAVAL,Outer Sunset,4,37.762763822805475,-122.49663155525923,
1/15/25,"1491 37TH AVE, SAN FRANCISCO, CA 94122",0,0,1,1,TARAVAL,Outer Sunset,4,37.759227923203184,-122.49619401991369,
1/15/25,"2809 37TH AVE, SAN FRANCISCO, CA 94116",0,0,1,0,TARAVAL,Parkside,4,37.73452651558733,-122.49451059848072,
1/15/25,"INTERSECTION OCEAN AVE, MELBA AVE, SAN FRANCISCO, CA 94132",0,0,0,1,TARAVAL,Merced Manor,4,37.732602527637944,-122.47829195111989,
1/15/25,"2921 22ND AVE, SAN FRANCISCO, CA 94132",0,0,0,1,TARAVAL,Merced Manor,7,37.73408688768703,-122.47795734554529,
1/15/25,"331 LAKE MERCED BLVD, SAN FRANCISCO, CA 94132",0,0,1,1,TARAVAL,Lakeshore,7,37.72859237939104,-122.49293077737092,
1/15/25,"800 BROTHERHOOD WAY, SAN FRANCISCO, CA 94132",0,0,0,1,TARAVAL,Parkmerced,7,37.71423064536943,-122.4756707623601,
1/15/25,"412 BROTHERHOOD WAY, SAN FRANCISCO, CA 94132",1,1,0,0,TARAVAL,Merced Heights,11,37.711834011555666,-122.4633537232876,
1/15/25,"49 SAGAMORE ST, SAN FRANCISCO, CA 94112",0,1,1,0,TARAVAL,Oceanview,11,37.71146692401069,-122.45584286749363,
1/15/25,"326 SAN MIGUEL ST, SAN FRANCISCO, CA 94112",0,0,0,1,TARAVAL,Oceanview,11,37.71944960691118,-122.44874574244022,
1/15/25,"501 NIAGARA AVE, SAN FRANCISCO, CA 94112",0,0,1,1,TARAVAL,Oceanview,11,37.71989383023011,-122.44876552373171,
1/15/25,"142 HOLLOWAY AVE, SAN FRANCISCO, CA 94112",0,0,1,1,TARAVAL,Ingleside,11,37.72192820639185,-122.45489839464426,
1/15/25,"71 MONTICELLO ST, SAN FRANCISCO, CA 94132",0,0,1,0,TARAVAL,Merced Heights,11,37.71580687521784,-122.47077338397503,
1/15/25,"INTERSECTION 23RD AVE, WAWONA ST, SAN FRANCISCO, CA 94116",0,0,0,2,TARAVAL,Parkside,4,37.737285929770785,-122.47961092740297,
1/16/25,"384 DORE ST, SAN FRANCISCO, CA 94103",1,1,0,0,SOUTHERN,Showplace Square,6,37.7701751454032,-122.40838453173637,
1/17/25,"11 DE WOLF ST, SAN FRANCISCO, CA 94112",0,0,0,1,INGLESIDE,Outer Mission,11,37.711386026583206,-122.45375242084265,
1/17/25,"INTERSECTION FARRAGUT AVE, END (200 block of), SAN FRANCISCO, CA 94112",0,1,0,0,INGLESIDE,Outer Mission,11,37.712540596913364,-122.45274357497694,
1/17/25,"2790 ALEMANY BLVD, SAN FRANCISCO, CA 94112",0,0,0,1,INGLESIDE,Outer Mission,11,37.71333072323547,-122.45047040283681,
1/17/25,"2735 ALEMANY BLVD, SAN FRANCISCO, CA 94112",0,0,0,1,INGLESIDE,Outer Mission,11,37.713551925268256,-122.4494944140315,
1/17/25,"5504 MISSION ST, SAN FRANCISCO, CA 94112",0,0,0,1,INGLESIDE,Outer Mission,11,37.71251009505698,-122.44498696178199,
1/17/25,"597 ELLINGTON AVE, SAN FRANCISCO, CA 94112",0,1,0,0,INGLESIDE,Outer Mission,11,37.71003489387009,-122.44914572685956,
1/17/25,"151 PAULDING ST, SAN FRANCISCO, CA 94112",0,0,0,2,INGLESIDE,Mission Terrace,7,37.72829750307859,-122.44369413703681,
1/17/25,"463 CIRCULAR AVE, SAN FRANCISCO, CA 94131",0,0,0,1,INGLESIDE,Mission Terrace,7,37.72852953264951,-122.44359221309423,
1/17/25,"339 CIRCULAR AVE, SAN FRANCISCO, CA 94131",0,0,0,1,INGLESIDE,Sunnyside,7,37.72958466138004,-122.44135189801455,
1/17/25,"1900 DIAMOND ST, SAN FRANCISCO, CA 94131",0,0,0,1,INGLESIDE,Diamond Heights,8,37.74258015340527,-122.43556302040815,
1/17/25,"51 BROOK ST, SAN FRANCISCO, CA 94110",1,0,0,0,INGLESIDE,Bernal Heights,9,37.740671222186755,-122.42348603904246,
1/17/25,"572 HOLLY PARK CIR, SAN FRANCISCO, CA 94110",0,0,0,1,INGLESIDE,Holly Park,9,37.736925331856604,-122.4210898205638,
1/17/25,"243 HOLLY PARK CIR, SAN FRANCISCO, CA 94110",0,0,0,1,INGLESIDE,Holly Park,9,37.73728911150927,-122.418717071414,
1/17/25,"382 ELSIE ST, SAN FRANCISCO, CA 94110",0,0,0,2,INGLESIDE,Holly Park,9,37.73827783011966,-122.42046989500523,
1/17/25,"INTERSECTION BANKS ST, END (000 block of), SAN FRANCISCO, CA 94110",0,0,0,1,INGLESIDE,Bernal Heights,9,37.74224794988558,-122.41237800568344,
1/17/25,"992 PERALTA AVE, SAN FRANCISCO, CA 94110",0,0,0,2,INGLESIDE,Bernal Heights,9,37.73736785949316,-122.40908090025188,
1/17/25,"113 ALEMANY BLVD, SAN FRANCISCO, CA 94110",1,0,0,0,INGLESIDE,Bernal Heights,9,37.736638177996646,-122.40858133882284,
1/17/25,"2 WARD ST, SAN FRANCISCO, CA 94134",0,0,0,1,INGLESIDE,Portola,10,37.71918943667374,-122.40053974092007,
1/17/25,"3723 SAN BRUNO AVE, SAN FRANCISCO, CA 94134",0,0,0,1,INGLESIDE,Visitacion Valley,10,37.715144083006756,-122.39949770271777,
1/17/25,"927 MANSELL ST, SAN FRANCISCO, CA 94134",0,0,0,7,INGLESIDE,Portola,10,37.719101652218235,-122.41011388599873,
1/17/25,"1722 VISITACION AVE, SAN FRANCISCO, CA 94134",0,0,0,1,INGLESIDE,McLaren Park,10,37.71366226080754,-122.41556815803051,
1/17/25,"1571 WAYLAND ST, SAN FRANCISCO, CA 94134",0,0,0,1,INGLESIDE,University Mound,9,37.722639734233894,-122.41751108318567,
1/17/25,"824 ALEMANY BLVD, SAN FRANCISCO, CA 94112",0,1,0,0,INGLESIDE,Mission Terrace,11,37.73144588347836,-122.42706712335348,
1/17/25,"191 TRUMBULL ST, SAN FRANCISCO, CA 94112",0,0,0,1,INGLESIDE,Mission Terrace,11,37.73091369381746,-122.42646127939223,
1/17/25,"98 STILL ST, SAN FRANCISCO, CA 94112",0,0,0,2,INGLESIDE,Mission Terrace,8,37.73191045249203,-122.4308145046234,
1/22/25,"855 HARRISON ST, SAN FRANCISCO, CA 94107",9,5,0,0,SOUTHERN,South of Market,6,37.77932728790305,-122.40005459636448,
1/22/25,"1111 BRYANT ST, SAN FRANCISCO, CA 94103",2,0,0,0,SOUTHERN,Showplace Square,6,37.7709389493993,-122.4085706099868,
1/22/25,"2200 ALAMEDA ST, SAN FRANCISCO, CA 94103",4,5,0,0,MISSION,Showplace Square,10,37.76859821767698,-122.4068221449852,
1/22/25,"INTERSECTION HARRISON ST, I-80 E ON RAMP, SAN FRANCISCO, CA 94105",0,1,0,0,SOUTHERN,Rincon Hill,6,37.78516223071491,-122.39381041377781,
1/22/25,"248 SOUTH VAN NESS AVE, SAN FRANCISCO, CA 94103",0,2,0,0,MISSION,Mission,9,37.7690718295878,-122.41815313696863,
10/2/24,"INTERSECTION STOW LAKE DR, JOHN F KENNEDY DR, SAN FRANCISCO, CA 94117",0,1,0,0,RICHMOND,Golden Gate Park,7,37.770037405589456,-122.47267450841997,
10/2/24,"489 STANYAN ST, SAN FRANCISCO, CA 94117",0,1,0,0,PARK,Golden Gate Park,1,37.77312215977587,-122.45474785577733,
10/2/24,"1601 LINCOLN WAY, SAN FRANCISCO, CA 94122",0,1,0,0,TARAVAL,Inner Sunset,7,37.76548110244774,-122.47537337243557,
10/2/24,"INTERSECTION LINCOLN WAY, 16TH AVE, SAN FRANCISCO, CA 94122",0,0,0,1,TARAVAL,Golden Gate Park,7,37.76571169025271,-122.47378684580325,
10/2/24,"INTERSECTION 9TH AVE, IRVING ST, SAN FRANCISCO, CA 94122",0,1,0,0,TARAVAL,Inner Sunset,7,37.76409199449458,-122.4662508442998,
10/2/24,"1299 11TH AVE, SAN FRANCISCO, CA 94122",0,0,0,1,TARAVAL,Inner Sunset,7,37.76404561093212,-122.46854547411205,
10/2/24,"1388 19TH AVE, SAN FRANCISCO, CA 94122",0,1,0,0,TARAVAL,Inner Sunset,7,37.761865550683844,-122.47696660459042,
10/2/24,"1810 IRVING ST, SAN FRANCISCO, CA 94122",0,1,0,0,TARAVAL,Outer Sunset,4,37.76360907392183,-122.4773344025016,
10/2/24,"2676 OCEAN AVE, SAN FRANCISCO, CA 94132",0,1,0,0,TARAVAL,Merced Manor,7,37.732301568551335,-122.47453283518554,
10/2/24,"3513 19TH AVE, SAN FRANCISCO, CA 94132",0,0,0,5,TARAVAL,Parkmerced,7,37.725328786302576,-122.47521344572306,
10/2/24,"456 WINSTON DR, SAN FRANCISCO, CA 94132",0,0,0,7,TARAVAL,Lakeshore,7,37.72747332816551,-122.48141571879387,
10/2/24,"2351 FULTON ST, SAN FRANCISCO, CA 94118",0,1,0,0,RICHMOND,Golden Gate Park,1,37.774174884629666,-122.45522101380827,
10/2/24,"729 LAKE MERCED BLVD, SAN FRANCISCO, CA 94132",0,0,2,15,TARAVAL,Lakeshore,7,37.72324385127808,-122.48518824577332,
10/2/24,"INTERSECTION TRANSVERSE DR, MIDDLE WEST DR, SAN FRANCISCO, CA 94117",0,1,0,0,RICHMOND,Golden Gate Park,4,37.76803902220602,-122.4806759282389,
10/2/24,"355 VIDAL DR, SAN FRANCISCO, CA 94132",0,0,6,17,TARAVAL,Parkmerced,7,37.71812328609568,-122.48473428189756,
10/2/24,"INTERSECTION TRANSVERSE DR, OVERLOOK DR, SAN FRANCISCO, CA 94117",0,1,0,0,RICHMOND,Golden Gate Park,4,37.7694398509392,-122.4787427809895,
10/2/24,"245 VIDAL DR, SAN FRANCISCO, CA 94132",0,0,3,5,TARAVAL,Parkmerced,7,37.71922338350477,-122.48470377177,
10/2/24,"INTERSECTION CROSSOVER DR, TRANSVERSE DR, SAN FRANCISCO, CA 94117",2,0,0,0,RICHMOND,Golden Gate Park,1,37.77205780149523,-122.48135239565364,
10/2/24,"488 JOHN MUIR DR, SAN FRANCISCO, CA 94132",0,0,2,18,TARAVAL,Lakeshore,7,37.715281203770544,-122.49299682676792,
10/2/24,"492 MIDDLE WEST DR, SAN FRANCISCO, CA 94117",0,1,0,0,RICHMOND,Golden Gate Park,1,37.76545459287738,-122.49805291855121,
10/2/24,"670 JOHN MUIR DR, SAN FRANCISCO, CA 94132",0,0,4,15,TARAVAL,Lakeshore,7,37.71815723341527,-122.49941568821669,
10/2/24,"1721 SLOAT BLVD, SAN FRANCISCO, CA 94132",0,0,0,1,TARAVAL,Lakeshore,7,37.733765252352555,-122.491818331182,
10/2/24,"1933 LINCOLN WAY, SAN FRANCISCO, CA 94122",0,1,0,0,TARAVAL,Outer Sunset,4,37.76556729473146,-122.47861313547565,
10/2/24,"3020 OCEAN AVE, SAN FRANCISCO, CA 94132",0,0,0,2,TARAVAL,Merced Manor,7,37.73261790701218,-122.47863996773958,
10/2/24,"2915 22ND AVE, SAN FRANCISCO, CA 94132",0,0,0,1,TARAVAL,Merced Manor,7,37.73411923675298,-122.4779801443219,
10/2/24,"2941 23RD AVE, SAN FRANCISCO, CA 94132",0,0,0,2,TARAVAL,Merced Manor,4,37.733710364732175,-122.47936617583035,
10/2/24,"3536 19TH AVE, SAN FRANCISCO, CA 94132",0,0,0,5,TARAVAL,Stonestown,7,37.72422612764738,-122.47489761561157,
10/2/24,"3891 19TH AVE, SAN FRANCISCO, CA 94132",0,2,0,0,TARAVAL,Parkmerced,7,37.71728945017504,-122.47315954416989,
10/2/24,"43 BOARDMAN PL, SAN FRANCISCO, CA 94103",0,1,0,0,SOUTHERN,South of Market,6,37.77461474515976,-122.40293495357037,
10/2/24,"870 JUNIPERO SERRA BLVD, SAN FRANCISCO, CA 94127",0,0,0,2,TARAVAL,Stonestown,7,37.722409012201275,-122.4724004790187,
10/2/24,"4021 19TH AVE, SAN FRANCISCO, CA 94132",0,0,0,3,TARAVAL,Merced Heights,11,37.71584878024837,-122.47130781412126,
10/2/24,"INTERSECTION FULTON ST, 42ND AVE, SAN FRANCISCO, CA 94121",0,1,0,0,RICHMOND,Golden Gate Park,1,37.77162995359952,-122.50224773857371,
10/2/24,"7 BYXBEE ST, SAN FRANCISCO, CA 94132",0,0,0,1,TARAVAL,Merced Heights,11,37.71443964428928,-122.46994391083717,
10/2/24,"INTERSECTION LOIS LN, BAY SHORE BLVD, SAN FRANCISCO, CA 94134",0,0,0,3,INGLESIDE,Little Hollywood,10,37.713866487213586,-122.39976625889541,
10/2/24,"731 JAMESTOWN AVE, SAN FRANCISCO, CA 94124",0,0,0,2,BAYVIEW,Bret Harte,10,37.71506451571607,-122.38929692655803,
10/2/24,"384 DORE ST, SAN FRANCISCO, CA 94103",4,0,0,0,SOUTHERN,Showplace Square,6,37.770241932188135,-122.40855015814304,
10/2/24,"INTERSECTION HARRISON ST, GORDON ST, SAN FRANCISCO, CA 94103",0,1,0,0,SOUTHERN,South of Market,6,37.77279992666012,-122.40987181663515,
10/2/24,"670 LATHROP AVE, SAN FRANCISCO, CA 94134",0,0,0,10,BAYVIEW,Little Hollywood,10,37.709820312418884,-122.39611476659775,
10/2/24,"399 LATHROP AVE, SAN FRANCISCO, CA 94134",0,0,0,1,BAYVIEW,Little Hollywood,10,37.71053009986611,-122.39867124706507,
10/2/24,"333 DE MONTFORT AVE, SAN FRANCISCO, CA 94112",0,0,1,1,TARAVAL,Ingleside,7,37.72363183078498,-122.4616464972496,
10/2/24,"1815 OCEAN AVE, SAN FRANCISCO, CA 94112",0,1,0,0,TARAVAL,Ingleside,7,37.724941876440965,-122.46141649782656,
10/2/24,"30 WASHBURN ST, SAN FRANCISCO, CA 94103",0,1,0,0,SOUTHERN,South of Market,6,37.77541348439443,-122.41454657167196,
10/2/24,"355 SAN MIGUEL ST, SAN FRANCISCO, CA 94112",0,0,0,2,TARAVAL,Oceanview,11,37.71916291570117,-122.44884364306927,
10/2/24,"1276 CARROLL AVE, SAN FRANCISCO, CA 94124",4,0,0,1,BAYVIEW,Hunters Point,10,37.721466757175406,-122.38703448325396,
10/2/24,"1301 CARROLL AVE, SAN FRANCISCO, CA 94124",0,0,0,5,BAYVIEW,Hunters Point,10,37.72179401513452,-122.38793235272169,
10/2/24,"466 11TH ST, SAN FRANCISCO, CA 94103",0,1,1,1,SOUTHERN,South of Market,6,37.769791385247615,-122.41154786199333,
10/2/24,"261 MAIN ST, SAN FRANCISCO, CA 94105",1,0,0,0,SOUTHERN,Financial District,6,37.7899200626936,-122.39244037088723,
10/2/24,"400 11TH ST, SAN FRANCISCO, CA 94103",2,0,0,0,SOUTHERN,South of Market,6,37.7704817810574,-122.41260465234518,
10/2/24,"2820 SAN JOSE AVE, SAN FRANCISCO, CA 94112",0,0,2,0,TARAVAL,Oceanview,11,37.71292916294173,-122.45404075831175,
10/2/24,"1235 EGBERT AVE, SAN FRANCISCO, CA 94124",1,0,0,1,BAYVIEW,Bret Harte,10,37.72086421685969,-122.3895376548171,
10/2/24,"101 PLYMOUTH AVE, SAN FRANCISCO, CA 94112",0,0,2,1,TARAVAL,Oceanview,11,37.71149530439875,-122.45616372674704,
10/2/24,"1378 DONNER AVE, SAN FRANCISCO, CA 94124",0,0,0,2,BAYVIEW,Bret Harte,10,37.72204330304735,-122.38965466618536,
10/2/24,"2716 INGALLS ST, SAN FRANCISCO, CA 94124",0,0,0,3,BAYVIEW,Bret Harte,10,37.72209819931543,-122.39031951874495,
10/2/24,"1437 BANCROFT AVE, SAN FRANCISCO, CA 94124",0,0,0,3,BAYVIEW,Bayview,10,37.723879521355364,-122.38983672112226,
10/2/24,"11 STEUART ST, SAN FRANCISCO, CA 94105",0,1,0,0,CENTRAL,Financial District,3,37.79457059587004,-122.39447131265486,
10/2/24,"INTERSECTION ARMSTRONG AVE, INGALLS ST, SAN FRANCISCO, CA 94124",0,0,0,2,BAYVIEW,Hunters Point,10,37.72412827186545,-122.38855730742215,
10/2/24,"474 BROTHERHOOD WAY, SAN FRANCISCO, CA 94132",0,1,0,0,TARAVAL,Merced Heights,11,37.712643242198766,-122.465995028615,
10/2/24,"1561 MISSION ST, SAN FRANCISCO, CA 94103",0,1,0,0,SOUTHERN,South of Market,6,37.77322342362992,-122.4182004109025,
10/2/24,"INTERSECTION YOSEMITE AVE, JENNINGS ST, SAN FRANCISCO, CA 94124",0,0,0,1,BAYVIEW,Bayview,10,37.72579657592414,-122.38979883491994,
10/2/24,"2395 JENNINGS ST, SAN FRANCISCO, CA 94124",0,0,0,1,BAYVIEW,Bayview,10,37.72514395024661,-122.39030677825212,
10/2/24,"INTERSECTION BANCROFT AVE, JENNINGS ST, SAN FRANCISCO, CA 94124",0,0,0,7,BAYVIEW,Bayview,10,37.7245395835094,-122.3909605666995,
10/2/24,"186 SOUTH VAN NESS AVE, SAN FRANCISCO, CA 94103",1,2,0,0,SOUTHERN,South of Market,6,37.77041366935816,-122.41790905594827,
10/2/24,"INTERSECTION CARROLL AVE, JENNINGS ST, SAN FRANCISCO, CA 94124",1,0,0,7,BAYVIEW,Bret Harte,10,37.723900471590454,-122.39151913672686,
10/2/24,"196 SOUTH VAN NESS AVE, SAN FRANCISCO, CA 94103",0,1,0,0,SOUTHERN,South of Market,6,37.77006754434504,-122.41784736514091,
10/2/24,"1360 EGBERT AVE, SAN FRANCISCO, CA 94124",0,0,0,1,BAYVIEW,Bret Harte,10,37.72232335314876,-122.39183228462936,
10/2/24,"INTERSECTION JENNINGS ST, FITZGERALD AVE, SAN FRANCISCO, CA 94124",0,0,0,2,BAYVIEW,Bret Harte,10,37.722047546238585,-122.39320054650305,
10/2/24,"2010 MARTIN LUTHER KING JR DR, SAN FRANCISCO, CA 94117",1,0,0,0,RICHMOND,Golden Gate Park,1,37.7656483277736,-122.5057179267777,
10/2/24,"1656 CARROLL AVE, SAN FRANCISCO, CA 94124",0,0,0,1,BAYVIEW,Bayview,10,37.72533382486868,-122.3937688395381,
10/2/24,"1561 WALLACE AVE, SAN FRANCISCO, CA 94124",0,0,0,1,BAYVIEW,Bayview,10,37.72707820888315,-122.39031918346883,
10/2/24,"1399 VAN DYKE AVE, SAN FRANCISCO, CA 94124",0,0,0,1,BAYVIEW,Bayview,10,37.72698221314189,-122.38861329853535,
10/2/24,"INTERSECTION INGALLS ST, UNDERWOOD AVE, SAN FRANCISCO, CA 94124",0,0,0,2,BAYVIEW,Bayview,10,37.72662527760917,-122.38618355244397,
10/2/24,"1234 THOMAS AVE, SAN FRANCISCO, CA 94124",0,0,0,11,BAYVIEW,Hunters Point,10,37.72656083809863,-122.3844253644347,
10/2/24,"1548 GRIFFITH ST, SAN FRANCISCO, CA 94124",0,0,0,3,BAYVIEW,Hunters Point,10,37.72547251789532,-122.38181188702585,
10/2/24,"1432 GRIFFITH ST, SAN FRANCISCO, CA 94124",0,0,0,1,BAYVIEW,Hunters Point,10,37.726158288775984,-122.38102700561285,
10/2/24,"1160 SHAFTER AVE, SAN FRANCISCO, CA 94124",0,0,0,4,BAYVIEW,Hunters Point,10,37.726453969157134,-122.38254245370628,
10/2/24,"149 BUENA VISTA AVE EAST, SAN FRANCISCO, CA 94117",0,0,0,1,PARK,Buena Vista,8,37.76953351214582,-122.438668012619,
10/2/24,"1907 MARKET ST, SAN FRANCISCO, CA 94103",0,1,0,0,SOUTHERN,Mint Hill,8,37.770493442198045,-122.42484625428916,
10/2/24,"1198 REVERE AVE, SAN FRANCISCO, CA 94124",0,0,0,3,BAYVIEW,Hunters Point,10,37.727416844799905,-122.3825964331627,
10/2/24,"433 PALMETTO AVE, SAN FRANCISCO, CA 94132",0,0,2,0,TARAVAL,Merced Heights,7,37.7106786344956,-122.46552832424639,
10/2/24,"1184 QUESADA AVE, SAN FRANCISCO, CA 94124",0,0,0,3,BAYVIEW,Hunters Point,10,37.72794958994829,-122.38181624561548,
10/2/24,"151 CHESTER AVE, SAN FRANCISCO, CA 94132",2,2,0,0,TARAVAL,Merced Heights,11,37.71327263770015,-122.47052762657404,
10/2/24,"1232 GRIFFITH ST, SAN FRANCISCO, CA 94124",0,0,0,3,BAYVIEW,Hunters Point,10,37.72740411614819,-122.37992931157349,
10/2/24,"750 BUENA VISTA AVE WEST, SAN FRANCISCO, CA 94117",0,0,1,0,PARK,Buena Vista,5,37.768269576403874,-122.44355197995901,
10/2/24,"1537 SOUTH VAN NESS AVE, SAN FRANCISCO, CA 94110",0,1,1,0,MISSION,Mission,9,37.74875961135154,-122.41581910098633,
10/2/24,"1267 HAIGHT ST, SAN FRANCISCO, CA 94117",0,0,1,0,PARK,Buena Vista,5,37.77046932483691,-122.44295820593833,
