TC02 - Historical Tent Counts,,,,,,,,,,,
Observed,Location,Tents,Structures,Passenger Vehicles,Other Vehicles,District,Neighborhood,Supervisor,Latitude,Longitude,
7/26/23,200 STILL ST,0,0,0,1,INGLESIDE,Mission Terrace,8,37.73186,-122.4317,
7/26/23,Intersection of LATHROP AVE and GILLETTE AVE,0,0,4,4,BAYVIEW,Little Hollywood,10,37.71012,-122.3968,
7/26/23,324 LATHROP AVE,0,0,0,1,BAYVIEW,Little Hollywood,10,37.71056,-122.3989,
7/26/23,2 LOIS LN,0,0,1,1,BAYVIEW,Little Hollywood,10,37.71408,-122.3995,
7/26/23,Intersection of ALICE B TOKLAS PL and MYRTLE ST,9,0,0,0,NORTHERN,Tenderloin,5,37.78549,-122.4194,
7/26/23,433 HARVARD ST,0,0,0,1,INGLESIDE,University Mound,11,37.72423,-122.4196,
7/26/23,1821 15TH ST,3,0,0,0,MISSION,Mission Dolores,8,37.76623,-122.425,
7/26/23,1101 FITZGERALD AVE,0,4,6,3,BAYVIEW,Bret Harte,10,37.71964,-122.3898,
7/26/23,Intersection of GRIFFITH ST and GILMAN AVE,0,0,6,2,BAYVIEW,Bret Harte,10,37.71811,-122.3882,
7/26/23,1375 CARROLL AVE,0,1,8,3,BAYVIEW,Bret Harte,10,37.72249,-122.3889,
7/26/23,2501 INGALLS ST,0,1,0,2,BAYVIEW,Hunters Point,10,37.72316,-122.3894,
7/26/23,1500 CARROLL AVE,0,1,0,1,BAYVIEW,Bayview,10,37.72415,-122.3918,
7/26/23,1430 BANCROFT AVE,0,2,6,2,BAYVIEW,Bayview,10,37.72386,-122.3897,
7/26/23,2401 INGALLS ST,0,0,0,2,BAYVIEW,Hunters Point,10,37.72382,-122.3888,
7/26/23,2495 JENNINGS ST,0,0,0,1,BAYVIEW,Bayview,10,37.72487,-122.3906,
7/26/23,1518 YOSEMITE AVE,0,0,0,1,BAYVIEW,Bayview,10,37.72608,-122.3902,
7/26/23,Intersection of 26TH ST and POPLAR ST,2,0,0,1,MISSION,Mission,8,37.74887,-122.4209,
7/26/23,1658 YOSEMITE AVE,0,0,0,1,BAYVIEW,Bayview,10,37.72758,-122.3928,
7/26/23,277 OSAGE ALY,1,0,0,0,MISSION,Mission,9,37.74944,-122.4187,
7/26/23,85 BUCKINGHAM WAY,0,0,0,19,TARAVAL,Stonestown,7,37.7257,-122.4766,
7/26/23,Intersection of JENNINGS ST and WALLACE AVE,0,1,8,2,BAYVIEW,Bayview,10,37.72643,-122.3892,
7/26/23,3690 19TH AVE,0,0,0,4,TARAVAL,Stonestown,7,37.72144,-122.4749,
7/26/23,2250 JENNINGS ST,1,0,2,3,BAYVIEW,Bayview,10,37.72609,-122.3895,
7/26/23,1555 WALLACE AVE,0,0,0,2,BAYVIEW,Bayview,10,37.72702,-122.3902,
7/26/23,2120 KEITH ST,0,0,0,1,BAYVIEW,Bayview,10,37.72783,-122.3908,
7/26/23,3340 25TH ST,1,0,0,0,MISSION,Mission,9,37.75073,-122.417,
7/26/23,1200 VAN DYKE AVE,0,0,1,1,BAYVIEW,Hunters Point,10,37.72501,-122.3851,
7/26/23,Intersection of CHURCH PARKING LOT and CHURCH ACCESS RD,0,0,1,0,TARAVAL,Lakeshore,7,37.71392,-122.4754,
7/26/23,2029 INGALLS ST,0,0,0,1,BAYVIEW,Hunters Point,10,37.72645,-122.3864,
7/26/23,1900 INGALLS ST,0,0,0,1,BAYVIEW,Bayview,10,37.7269,-122.386,
7/26/23,972 CAPP ST,1,0,1,0,MISSION,Mission,9,37.75118,-122.4172,
7/26/23,Intersection of FOLSOM ST and END (3500 block of),0,0,0,9,INGLESIDE,Bernal Heights,9,37.74229,-122.413,
7/26/23,1275 UNDERWOOD AVE,0,0,0,4,BAYVIEW,Hunters Point,10,37.72622,-122.3856,
7/26/23,1892 FOLSOM ST,1,1,0,4,MISSION,Mission,9,37.76714,-122.4155,
7/26/23,1430 UNDERWOOD AVE,0,0,0,1,BAYVIEW,Bayview,10,37.72803,-122.3888,
7/26/23,94 14TH ST,1,0,0,0,MISSION,Mission,9,37.76853,-122.4155,
7/26/23,11 14TH ST,1,0,0,0,MISSION,Mission,9,37.76862,-122.4137,
7/26/23,1234 THOMAS AVE,0,0,3,6,BAYVIEW,Hunters Point,10,37.72655,-122.3845,
7/26/23,1200 THOMAS AVE,0,0,4,1,BAYVIEW,Hunters Point,10,37.72637,-122.3837,
7/26/23,1170 THOMAS AVE,1,3,6,5,BAYVIEW,Hunters Point,10,37.72589,-122.3833,
7/26/23,2181 HARRISON ST,0,0,0,3,MISSION,Mission,9,37.76197,-122.4128,
7/26/23,Intersection of HARRISON ST and 19TH ST,0,0,0,2,MISSION,Mission,9,37.76056,-122.4127,
7/26/23,1530 GRIFFITH ST,0,0,1,2,BAYVIEW,Hunters Point,10,37.72538,-122.3818,
7/26/23,3198 HARRISON ST,0,0,0,1,INGLESIDE,Bernal Heights,9,37.74733,-122.4115,
7/26/23,3007 23RD ST,1,0,0,0,MISSION,Mission,9,37.75429,-122.4122,
7/26/23,1024 MISSION ST,2,0,0,0,SOUTHERN,South of Market,6,37.78061,-122.4094,
7/26/23,1333 HAWES ST,0,0,4,3,BAYVIEW,Hunters Point,10,37.72745,-122.3822,
7/26/23,1113 MISSION ST,4,0,0,0,SOUTHERN,South of Market,6,37.77889,-122.4112,
7/26/23,Intersection of FOREST VIEW DR and OCEAN AVE,0,0,0,1,TARAVAL,Merced Manor,4,37.73232,-122.4835,
7/26/23,1300 GRIFFITH ST,0,0,0,2,BAYVIEW,Hunters Point,10,37.72673,-122.3805,
7/26/23,3100 OCEAN AVE,0,0,0,3,TARAVAL,Merced Manor,7,37.73262,-122.4794,
7/26/23,Intersection of ARELIOUS WALKER DR and REVERE AVE,0,2,6,7,BAYVIEW,Hunters Point,10,37.72556,-122.3787,
7/26/23,1265 GRIFFITH ST,0,0,0,1,BAYVIEW,Hunters Point,10,37.72731,-122.38,
7/26/23,Intersection of OCEAN AVE and 22ND AVE,0,0,0,2,TARAVAL,Merced Manor,4,37.73257,-122.4779,
7/26/23,501 8TH ST,0,3,0,0,SOUTHERN,Showplace Square,6,37.7723,-122.4064,
7/26/23,1254 QUESADA AVE,0,0,0,1,BAYVIEW,Hunters Point,10,37.72863,-122.3831,
7/26/23,740 EUCALYPTUS DR,0,0,1,1,TARAVAL,Merced Manor,7,37.7312,-122.4803,
7/26/23,1020 PALOU AVE,0,1,0,4,BAYVIEW,Hunters Point,10,37.72773,-122.3799,
7/26/23,1160 QUESADA AVE,0,0,30,2,BAYVIEW,Hunters Point,10,37.72791,-122.3812,
7/26/23,570 ALABAMA ST,0,0,0,4,MISSION,Mission,9,37.76204,-122.4122,
7/26/23,479 ALABAMA ST,0,0,0,5,MISSION,Mission,9,37.76323,-122.4122,
7/26/23,380 ALABAMA ST,0,0,0,3,MISSION,Mission,9,37.7645,-122.4124,
7/26/23,5 EARL ST,0,0,0,1,BAYVIEW,Hunters Point,10,37.72819,-122.3736,
7/26/23,575 FLORIDA ST,0,0,0,3,MISSION,Mission,9,37.7621,-122.4112,
7/26/23,2638 26TH AVE,0,0,0,1,TARAVAL,Parkside,4,37.73852,-122.4828,
7/26/23,196 MENDELL ST,0,0,1,1,BAYVIEW,India Basin,10,37.7425,-122.3842,
7/26/23,Intersection of GALVEZ AVE and NEWHALL ST,1,0,1,1,BAYVIEW,Bayview,10,37.74055,-122.3875,
7/26/23,1700 HARRISON ST,1,0,0,0,MISSION,Mission,9,37.76952,-122.4135,
7/26/23,1709 TENNESSEE ST,0,0,2,3,BAYVIEW,Central Waterfront,10,37.75016,-122.3881,
7/26/23,1761 TENNESSEE ST,0,1,4,2,BAYVIEW,Central Waterfront,10,37.74947,-122.3886,
7/26/23,Intersection of INDIANA ST and END (1700 block of),0,0,0,1,BAYVIEW,Central Waterfront,10,37.74832,-122.3903,
7/26/23,1690 INDIANA ST,0,0,4,6,BAYVIEW,Central Waterfront,10,37.74907,-122.3903,
7/26/23,3208 SCOTT ST,1,0,0,0,NORTHERN,Marina,2,37.79949,-122.441,
7/26/23,1101 CESAR CHAVEZ ST,0,1,4,7,BAYVIEW,Central Waterfront,10,37.75002,-122.3896,
7/26/23,1513 HAMPSHIRE ST,0,3,0,0,INGLESIDE,Peralta Heights,9,37.74864,-122.4066,
7/26/23,1350 CESAR CHAVEZ ST,0,1,3,7,BAYVIEW,Central Waterfront,10,37.75011,-122.3911,
7/26/23,3137 LAGUNA ST,0,1,0,0,NORTHERN,Union Street,2,37.80016,-122.4311,
7/26/23,15 MARINA BLVD,0,0,0,3,NORTHERN,Marina,2,37.80515,-122.4328,
7/26/23,1780 23RD ST,0,0,0,2,BAYVIEW,Potrero Hill,10,37.75493,-122.3975,
7/26/23,1606 NORTH POINT ST,1,0,0,0,NORTHERN,Marina,2,37.80402,-122.4337,
7/26/23,924 24TH ST,1,0,1,1,BAYVIEW,Central Waterfront,10,37.7544,-122.389,
7/26/23,2295 CHESTNUT ST,0,1,0,0,NORTHERN,Marina,2,37.80024,-122.4411,
7/26/23,151 AUSTIN ST,1,0,0,0,NORTHERN,Lower Nob Hill,3,37.78908,-122.4211,
7/26/23,525 23RD ST,0,0,6,5,BAYVIEW,Central Waterfront,10,37.75554,-122.3861,
7/26/23,50 DUBOCE AVE,4,0,0,0,MISSION,South of Market,9,37.77016,-122.4211,
7/26/23,1145 LARKIN ST,3,0,0,0,CENTRAL,Lower Nob Hill,3,37.78839,-122.4191,
7/26/23,10 HEMLOCK ST,2,0,0,0,NORTHERN,Lower Nob Hill,3,37.78746,-122.4188,
7/26/23,120 CEDAR ST,1,0,0,0,NORTHERN,Lower Nob Hill,3,37.78635,-122.4201,
7/26/23,172 13TH ST,5,3,0,0,MISSION,South of Market,6,37.76992,-122.4171,
7/26/23,475 11TH ST,0,4,0,0,SOUTHERN,South of Market,6,37.76947,-122.4116,
7/26/23,1020 MARIPOSA ST,2,1,0,0,BAYVIEW,Potrero Hill,10,37.76401,-122.394,
7/26/23,Intersection of UTAH ST and DIVISION ST,0,2,0,0,MISSION,Showplace Square,6,37.76931,-122.4067,
7/26/23,1228 WAWONA ST,0,0,1,1,TARAVAL,Parkside,4,37.7373,-122.48,
7/26/23,1285 PORTOLA DR,0,0,0,1,TARAVAL,St. Francis Wood,7,37.74001,-122.4631,
7/26/23,140 JUNIPERO SERRA BLVD,0,0,2,0,TARAVAL,Merced Manor,7,37.73276,-122.4718,
7/26/23,4099 19TH AVE,0,0,3,0,TARAVAL,Merced Heights,11,37.71468,-122.4703,
7/26/23,821 RANDOLPH ST,0,0,0,1,TARAVAL,Merced Heights,11,37.71432,-122.4701,
7/26/23,151 CHESTER AVE,2,1,0,0,TARAVAL,Merced Heights,11,37.71321,-122.4703,
7/26/23,3006 SAN JOSE AVE,2,1,0,0,TARAVAL,Outer Mission,11,37.71038,-122.4571,
7/26/23,Intersection of DE LONG ST and CRYSTAL ST,0,0,2,0,TARAVAL,Outer Mission,11,37.70969,-122.4607,
7/26/23,3800 ALEMANY BLVD,0,0,2,0,TARAVAL,Merced Heights,7,37.71181,-122.4665,
7/26/23,2137 LINCOLN WAY,0,0,0,2,TARAVAL,Outer Sunset,4,37.76524,-122.4812,
7/26/23,1475 37TH AVE,0,0,0,1,TARAVAL,Outer Sunset,4,37.7595,-122.4962,
7/26/23,1771 37TH AVE,0,0,1,1,TARAVAL,Outer Sunset,4,37.75398,-122.4958,
7/26/23,2723 RIVERA ST,0,0,0,2,TARAVAL,Outer Sunset,4,37.74599,-122.4956,
7/26/23,Intersection of RIVERA ST and 40TH AVE,0,0,0,1,TARAVAL,Outer Sunset,4,37.74584,-122.4985,
4/26/23,1475 4TH ST,0,1,0,0,SOUTHERN,Mission Bay,6,37.77061,-122.3907,
4/26/23,275 BERRY ST,0,1,0,0,SOUTHERN,Mission Bay,6,37.77504,-122.3942,
4/26/23,310 KING ST,0,1,0,0,SOUTHERN,Mission Bay,6,37.77595,-122.3948,
4/26/23,530 BERRY ST,0,1,0,0,SOUTHERN,Showplace Square,6,37.77003,-122.4011,
4/26/23,Intersection of BERRY ST and DE HARO ST,0,0,0,1,SOUTHERN,Showplace Square,6,37.76908,-122.402,
4/26/23,201 KANSAS ST,0,0,0,2,SOUTHERN,Showplace Square,6,37.76734,-122.4034,
4/26/23,1111 8TH ST,0,0,0,1,SOUTHERN,Showplace Square,6,37.76707,-122.4,
4/26/23,Intersection of CAROLINA ST and CHANNEL ST,1,2,1,0,SOUTHERN,Showplace Square,6,37.76828,-122.4008,
4/26/23,Intersection of 17TH ST and CONNECTICUT ST,3,0,0,0,SOUTHERN,Potrero Hill,10,37.76511,-122.3976,
4/26/23,Intersection of DIVISION ST and VERMONT ST,0,4,0,0,SOUTHERN,Showplace Square,6,37.76973,-122.4054,
4/26/23,Intersection of DIVISION ST and UTAH ST,2,3,0,0,MISSION,Showplace Square,6,37.76929,-122.407,
4/26/23,Intersection of BRANNAN ST and DORE ST,1,2,0,0,SOUTHERN,Showplace Square,6,37.76966,-122.4075,
4/26/23,62 HENRY ADAMS ST,0,0,0,1,SOUTHERN,Showplace Square,6,37.76911,-122.404,
4/26/23,570 TOWNSEND ST,1,0,0,0,SOUTHERN,South of Market,6,37.77246,-122.4008,
4/26/23,Intersection of 6TH ST and BLUXOME ST,0,1,0,0,SOUTHERN,South of Market,6,37.77428,-122.4002,
4/26/23,310 TOWNSEND ST,1,0,0,0,SOUTHERN,South of Market,6,37.77668,-122.3956,
4/26/23,318 8TH AVE,1,2,0,0,RICHMOND,Inner Richmond,1,37.78245,-122.4665,
4/26/23,1560 WALLER ST,1,0,0,0,PARK,Haight Ashbury,5,37.76881,-122.4497,
4/26/23,Intersection of 10TH AVE and GEARY BLVD,1,1,0,0,RICHMOND,Inner Richmond,1,37.78084,-122.4688,
4/26/23,390 9TH AVE,1,1,0,0,RICHMOND,Inner Richmond,1,37.78115,-122.4675,
4/26/23,2850 FULTON ST,0,0,0,1,RICHMOND,Inner Richmond,1,37.77375,-122.4625,
4/26/23,1236 HAIGHT ST,0,0,0,1,PARK,Buena Vista,5,37.77053,-122.4426,
4/26/23,3956 FULTON ST,0,0,1,1,RICHMOND,Inner Richmond,1,37.77295,-122.4742,
4/26/23,4210 FULTON ST,0,0,0,2,RICHMOND,Inner Richmond,1,37.77288,-122.4769,
4/26/23,400 11TH ST,0,1,0,0,SOUTHERN,South of Market,6,37.77044,-122.4123,
4/26/23,302 12TH ST,3,0,0,0,SOUTHERN,South of Market,6,37.77082,-122.4148,
4/26/23,Intersection of 26TH AVE and FULTON ST,0,0,0,1,RICHMOND,Golden Gate Park,1,37.7725,-122.4854,
4/26/23,160 KISSLING ST,2,3,0,0,SOUTHERN,South of Market,6,37.77191,-122.4158,
4/26/23,128 10TH ST,1,0,0,0,SOUTHERN,South of Market,6,37.7748,-122.4155,
4/26/23,5360 FULTON ST,0,0,0,2,RICHMOND,Outer Richmond,1,37.7723,-122.4892,
4/26/23,1564 MISSION ST,0,1,0,0,SOUTHERN,South of Market,6,37.77358,-122.4181,
4/26/23,929 COLE ST,0,1,0,0,PARK,Cole Valley,8,37.76534,-122.4501,
4/26/23,5824 FULTON ST,0,0,0,2,RICHMOND,Outer Richmond,1,37.7721,-122.4944,
4/26/23,2160 36TH AVE,1,0,0,0,TARAVAL,Parkside,4,37.74658,-122.4947,
4/26/23,50 MCCOPPIN ST,0,0,1,0,SOUTHERN,South of Market,6,37.77167,-122.4215,
4/26/23,Intersection of JESSIE ST and MCCOPPIN ST,1,0,0,0,SOUTHERN,South of Market,6,37.7717,-122.4209,
4/26/23,107 THE EMBARCADERO,3,0,0,0,CENTRAL,Financial District,3,37.79464,-122.3939,
4/26/23,10 ELGIN PARK,0,1,0,0,SOUTHERN,Mint Hill,8,37.77134,-122.4233,
4/26/23,Intersection of THE EMBARCADERO and WASHINGTON ST,4,0,0,0,CENTRAL,Financial District,3,37.79647,-122.3951,
4/26/23,1329 OAK ST,0,0,0,1,PARK,Buena Vista,5,37.7727,-122.4412,
4/26/23,Intersection of GOUGH ST and STEVENSON ST,2,1,0,0,SOUTHERN,South of Market,6,37.77274,-122.4216,
4/26/23,699 THE EMBARCADERO,1,0,0,0,CENTRAL,Northern Waterfront,3,37.80123,-122.3997,
4/26/23,1234 STEVENSON ST,2,2,0,0,SOUTHERN,South of Market,6,37.77283,-122.4212,
4/26/23,Intersection of 41ST AVE and FULTON ST,0,0,0,2,RICHMOND,Golden Gate Park,1,37.77176,-122.5012,
4/26/23,86 OTIS ST,1,0,0,0,SOUTHERN,South of Market,6,37.77204,-122.42,
4/26/23,532 GRANT AVE,2,0,0,0,CENTRAL,Chinatown,3,37.79191,-122.4055,
4/26/23,894 GEARY ST,1,0,0,0,CENTRAL,Lower Nob Hill,3,37.7862,-122.418,
4/26/23,51 FLOWER ST,0,1,0,0,BAYVIEW,Apparel City,10,37.74229,-122.405,
4/26/23,1600 MISSION ST,0,1,0,0,SOUTHERN,South of Market,6,37.77217,-122.4191,
4/26/23,720 POST ST,1,0,0,0,CENTRAL,Lower Nob Hill,3,37.78763,-122.4136,
4/26/23,7130 FULTON ST,0,0,2,0,RICHMOND,Outer Richmond,1,37.77143,-122.5084,
4/26/23,1447 STEVENSON ST,2,3,0,0,MISSION,Mission,9,37.76878,-122.4214,
4/26/23,2636 FULTON ST,0,0,0,1,RICHMOND,Inner Richmond,1,37.77411,-122.4601,
4/26/23,860 48TH AVE,0,0,0,1,RICHMOND,Outer Richmond,1,37.77207,-122.5089,
4/26/23,124 PATTERSON ST,0,1,4,3,BAYVIEW,Apparel City,10,37.74263,-122.405,
4/26/23,875 LA PLAYA,0,0,0,1,RICHMOND,Outer Richmond,1,37.77175,-122.5099,
4/26/23,Intersection of JEFFERSON ST and MASON ST,1,0,0,0,CENTRAL,Fisherman's Wharf,3,37.80862,-122.4142,
4/26/23,1250 MISSION ST,2,1,0,0,SOUTHERN,South of Market,6,37.77693,-122.4139,
4/26/23,2673 TAYLOR ST,2,0,0,0,CENTRAL,Fisherman's Wharf,3,37.80699,-122.4157,
4/26/23,3520 FULTON ST,0,0,0,1,RICHMOND,Inner Richmond,1,37.77329,-122.4695,
4/26/23,239 LOOMIS ST,0,1,1,1,BAYVIEW,Apparel City,10,37.73959,-122.4054,
4/26/23,753 MINNA ST,0,2,0,0,SOUTHERN,South of Market,6,37.77643,-122.4135,
4/26/23,3650 FULTON ST,0,0,0,1,RICHMOND,Inner Richmond,1,37.7732,-122.4709,
4/26/23,825 GREAT HWY,0,0,1,2,RICHMOND,Outer Richmond,1,37.77247,-122.5109,
4/26/23,90 MARENGO ST,0,1,4,0,BAYVIEW,Apparel City,10,37.73854,-122.4068,
4/26/23,4800 BALBOA ST,0,0,0,1,RICHMOND,Sutro Heights,1,37.77511,-122.5103,
4/26/23,45 BOUTWELL ST,1,0,0,0,BAYVIEW,Apparel City,10,37.73743,-122.4058,
4/26/23,4780 CABRILLO ST,0,0,0,1,RICHMOND,Outer Richmond,1,37.7733,-122.5098,
4/26/23,Intersection of BERWICK PL and HERON ST,2,0,0,0,SOUTHERN,South of Market,6,37.77477,-122.4083,
4/26/23,Intersection of 17TH AVE and FULTON ST,0,0,0,1,RICHMOND,Golden Gate Park,1,37.77295,-122.4755,
4/26/23,1151 POINT LOBOS AVE,0,0,1,0,RICHMOND,Sutro Heights,1,37.77741,-122.5127,
4/26/23,8 ELMIRA ST,0,0,0,1,BAYVIEW,Apparel City,10,37.73831,-122.4041,
4/26/23,384 DORE ST,0,3,0,0,SOUTHERN,Showplace Square,6,37.77019,-122.4085,
4/26/23,50 DUBOCE AVE,6,0,0,0,MISSION,South of Market,9,37.77,-122.4212,
4/26/23,44 ELMIRA ST,0,1,0,2,BAYVIEW,Apparel City,10,37.73774,-122.4039,
4/26/23,Intersection of 45TH AVE and CLEMENT ST,0,0,1,0,RICHMOND,Sutro Heights,1,37.78102,-122.5063,
4/26/23,Intersection of 22ND AVE and FULTON ST,1,1,0,0,RICHMOND,Golden Gate Park,1,37.77206,-122.4808,
4/26/23,Intersection of 44TH AVE and CLEMENT ST,0,0,1,0,RICHMOND,Sutro Heights,1,37.78109,-122.5053,
4/26/23,3821 CLEMENT ST,0,0,0,1,RICHMOND,Outer Richmond,1,37.78133,-122.5004,
4/26/23,120 CHAIN OF LAKES DR,0,1,0,0,RICHMOND,Golden Gate Park,1,37.7691,-122.5006,
4/26/23,Intersection of 34TH AVE and FULTON ST,0,0,1,0,RICHMOND,Golden Gate Park,1,37.77214,-122.4937,
4/26/23,3407 CLEMENT ST,0,0,1,0,RICHMOND,Outer Richmond,1,37.78153,-122.496,
4/26/23,Intersection of 36TH AVE and FULTON ST,0,0,0,1,RICHMOND,Golden Gate Park,1,37.77203,-122.4958,
4/26/23,120 JULIAN AVE,3,0,0,0,MISSION,Mission,9,37.76627,-122.4212,
4/26/23,80 JULIAN AVE,0,1,0,0,MISSION,Mission,9,37.7669,-122.4211,
4/26/23,1650 15TH ST,3,0,0,0,MISSION,Mission,9,37.76661,-122.4209,
4/26/23,350 OCTAVIA ST,1,0,0,0,NORTHERN,Hayes Valley,5,37.7753,-122.424,
4/26/23,2287 REVERE AVE,0,0,7,3,BAYVIEW,Apparel City,10,37.73841,-122.4021,
4/26/23,620 LAGUNA ST,0,1,0,0,NORTHERN,Hayes Valley,5,37.77694,-122.4263,
4/26/23,1400 SELBY ST,0,0,2,2,BAYVIEW,Silver Terrace,10,37.73857,-122.4009,
4/26/23,2130 POST ST,0,1,0,0,NORTHERN,Lower Pacific Heights,5,37.78469,-122.437,
4/26/23,Intersection of 45TH AVE and FULTON ST,0,0,0,1,RICHMOND,Golden Gate Park,1,37.77153,-122.5057,
4/26/23,Intersection of ELLIS ST and STEINER ST,0,0,1,0,NORTHERN,Western Addition,5,37.78202,-122.4342,
4/26/23,Intersection of 42ND AVE and POINT LOBOS AVE,0,0,0,1,RICHMOND,Outer Richmond,1,37.77955,-122.503,
4/26/23,1280 SELBY ST,0,2,0,0,BAYVIEW,Apparel City,10,37.73948,-122.4001,
4/26/23,Intersection of ZAMPA LN and END (000 block of),0,3,0,0,NORTHERN,Japantown,5,37.78429,-122.4309,
4/26/23,Intersection of 43RD AVE and POINT LOBOS AVE,0,0,0,1,RICHMOND,Sutro Heights,1,37.77962,-122.504,
4/26/23,1501 BEACH ST,0,0,0,1,NORTHERN,Marina,2,37.80481,-122.4337,
4/26/23,Intersection of 16TH ST and POND ST,0,1,0,0,MISSION,Castro,8,37.76436,-122.4321,
4/26/23,2081 OAKDALE AVE,0,0,1,2,BAYVIEW,Produce Market,10,37.73948,-122.399,
4/26/23,15 MARINA BLVD,0,0,0,1,NORTHERN,Marina,2,37.8051,-122.433,
4/26/23,1 MARINA GREEN DR,0,0,0,2,NORTHERN,Marina,2,37.80723,-122.4367,
4/26/23,50 STOW LAKE DR,0,1,0,0,RICHMOND,Golden Gate Park,7,37.77194,-122.4752,
4/26/23,1340 RANKIN ST,0,0,0,2,BAYVIEW,Silver Terrace,10,37.73862,-122.398,
4/26/23,Intersection of BUSH ST and POLK ST,0,1,0,0,NORTHERN,Lower Nob Hill,3,37.78857,-122.4202,
4/26/23,7725 GEARY BLVD,0,0,0,2,RICHMOND,Outer Richmond,1,37.77935,-122.5025,
4/26/23,50 FERN ST,6,0,0,0,NORTHERN,Lower Nob Hill,3,37.7884,-122.4193,
4/26/23,2037 NEWCOMB AVE,0,1,2,2,BAYVIEW,Produce Market,10,37.73989,-122.398,
4/26/23,143 THE EMBARCADERO,3,0,0,0,CENTRAL,Financial District,3,37.79523,-122.3947,
4/26/23,140 FERN ST,1,0,0,0,NORTHERN,Lower Nob Hill,3,37.7882,-122.4208,
4/26/23,10 HEMLOCK ST,2,0,0,0,NORTHERN,Lower Nob Hill,3,37.78748,-122.4186,
4/26/23,Intersection of SKYLINE BLVD and LAKE MERCED BLVD,0,0,1,7,TARAVAL,Lakeshore,7,37.73166,-122.4992,
4/26/23,1160 POST ST,1,0,0,0,NORTHERN,Lower Nob Hill,3,37.78718,-122.4208,
4/26/23,20 CEDAR ST,11,0,0,0,NORTHERN,Lower Nob Hill,3,37.78655,-122.4185,
4/26/23,2000 MARTIN LUTHER KING JR DR,1,0,0,0,RICHMOND,Golden Gate Park,4,37.76521,-122.5051,
4/26/23,87 DIAMOND ST,1,0,0,0,MISSION,Castro,8,37.76096,-122.4372,
4/26/23,2403 SUNSET BLVD,1,0,0,0,TARAVAL,Parkside,4,37.74216,-122.4944,
4/26/23,6340 GEARY BLVD,2,0,0,0,RICHMOND,Outer Richmond,1,37.77996,-122.4877,
4/26/23,747 EDDY ST,2,0,0,0,NORTHERN,Tenderloin,5,37.78304,-122.4198,
4/26/23,Intersection of WILLOW ST and POLK ST,17,0,0,0,NORTHERN,Tenderloin,5,37.78354,-122.4195,
4/26/23,2396 32ND AVE,0,0,0,2,TARAVAL,Parkside,4,37.74263,-122.4895,
4/26/23,255 LARCH ST,6,0,0,0,NORTHERN,Cathedral Hill,2,37.78236,-122.4214,
4/26/23,6002 GEARY BLVD,1,0,0,0,RICHMOND,Outer Richmond,1,37.78021,-122.4836,
4/26/23,Intersection of ELM ST and VAN NESS AVE,2,0,0,0,NORTHERN,Civic Center,5,37.78143,-122.4205,
4/26/23,2300 48TH AVE,0,0,0,2,TARAVAL,Outer Sunset,4,37.7435,-122.5069,
4/26/23,Intersection of 47TH AVE and LINCOLN WAY,0,0,1,0,TARAVAL,Outer Sunset,4,37.76424,-122.5074,
4/26/23,310 ELM ST,2,0,0,0,NORTHERN,Cathedral Hill,2,37.78127,-122.4224,
4/26/23,585 MCALLISTER ST,2,0,0,0,NORTHERN,Civic Center,5,37.77995,-122.4217,
4/26/23,2386 48TH AVE,0,0,0,2,TARAVAL,Outer Sunset,4,37.74197,-122.5071,
4/26/23,2900 ALEMANY BLVD,0,0,0,1,INGLESIDE,Outer Mission,11,37.71202,-122.4529,
4/26/23,550 VAN NESS AVE,3,0,0,0,NORTHERN,Civic Center,5,37.78072,-122.4202,
4/26/23,625 TURK ST,1,0,0,0,NORTHERN,Civic Center,5,37.78164,-122.4195,
4/26/23,2454 GREAT HWY,0,0,0,3,TARAVAL,Outer Sunset,4,37.74071,-122.5068,
4/26/23,41 OCTAVIA ST,3,0,0,0,NORTHERN,Mint Hill,8,37.77225,-122.4237,
4/26/23,76 ROSE ST,1,0,0,0,NORTHERN,Civic Center,6,37.77373,-122.4219,
4/26/23,3080 MARKET ST,1,0,0,0,PARK,Eureka Valley,8,37.76094,-122.4431,
4/26/23,2660 GREAT HWY,0,0,0,1,TARAVAL,Parkside,4,37.73698,-122.5063,
4/26/23,3049 MISSION ST,1,0,0,0,MISSION,Mission,9,37.74828,-122.4178,
4/26/23,2710 SLOAT BLVD,0,0,0,1,TARAVAL,Parkside,4,37.73552,-122.5033,
4/26/23,179 STEVENSON ST,1,0,0,0,CENTRAL,South of Market,6,37.78723,-122.4027,
4/26/23,1201 36TH AVE,1,1,0,0,TARAVAL,Outer Sunset,4,37.76451,-122.4959,
4/26/23,3034 ALEMANY BLVD,0,0,0,0,INGLESIDE,Outer Mission,11,37.71108,-122.454,
4/26/23,2095 SILVER AVE,0,0,2,1,BAYVIEW,Silver Terrace,10,37.73598,-122.3995,
4/26/23,Intersection of BAY SHORE BLVD and HWY 101 S OFF RAMP,1,0,0,0,BAYVIEW,Produce Market,10,37.74906,-122.4036,
4/26/23,Intersection of 22ND AVE and LINCOLN WAY,1,0,0,1,TARAVAL,Golden Gate Park,4,37.76561,-122.4804,
4/26/23,Intersection of ALEMANY BLVD and WHIPPLE AVE,0,0,0,2,INGLESIDE,Outer Mission,11,37.71333,-122.4513,
